0.8551515152,1,20
0.84,2,40
0.8224242424,3,60
0.8054545455,4,80
0.7909090909,5,100
0.7845454545,6,120
0.78,7,140
0.7739393939,8,160
0.7706060606,9,180
0.7690909091,10,200
0.7675757576,11,220
0.7663636364,12,240
0.7678787879,13,260
0.7642424242,14,280
0.7654545455,15,300
0.7627272727,16,320
0.7618181818,17,340
0.7603030303,18,360
0.7590909091,19,380
0.7603030303,20,400
0.7603030303,21,420
0.7593939394,22,440
0.76,23,460
0.7584848485,24,480
0.7563636364,25,500
0.7557575758,26,520
0.7551515152,27,540
0.7548484848,28,560
0.7539393939,29,580
0.753030303,30,600
0.7536363636,31,620
0.75,32,640
0.746969697,33,660
0.7463636364,34,680
0.7427272727,35,700
0.7424242424,36,720
0.7418181818,37,740
0.743030303,38,760
0.7396969697,39,780
0.7381818182,40,800
0.7363636364,41,820
0.7360606061,42,840
0.7333333333,43,860
0.7336363636,44,880
0.7339393939,45,900
0.733030303,46,920
0.733030303,47,940
0.7312121212,48,960
0.7309090909,49,980
0.7303030303,50,1000
0.7303030303,51,1020
0.7306060606,52,1040
0.7309090909,53,1060
0.7309090909,54,1080
0.7278787879,55,1100
0.7293939394,56,1120
0.7306060606,57,1140
0.7296969697,58,1160
0.73,59,1180
0.73,60,1200
0.7306060606,61,1220
0.7306060606,62,1240
0.7306060606,63,1260
0.7306060606,64,1280
0.7303030303,65,1300
0.73,66,1320
0.7275757576,67,1340
0.726969697,68,1360
0.7275757576,69,1380
0.7272727273,70,1400
0.7254545455,71,1420
0.7239393939,72,1440
0.7251515152,73,1460
0.7251515152,74,1480
0.7257575758,75,1500
0.7248484848,76,1520
0.7248484848,77,1540
0.7245454545,78,1560
0.7233333333,79,1580
0.7248484848,80,1600
0.7254545455,81,1620
0.7254545455,82,1640
0.7248484848,83,1660
0.7248484848,84,1680
0.7248484848,85,1700
0.7242424242,86,1720
0.7242424242,87,1740
0.7245454545,88,1760
0.7245454545,89,1780
0.7239393939,90,1800
0.7239393939,91,1820
0.7239393939,92,1840
0.7239393939,93,1860
0.7239393939,94,1880
0.7242424242,95,1900
0.7251515152,96,1920
0.7257575758,97,1940
0.7257575758,98,1960
0.7236363636,99,1980
0.7233333333,100,2000
0.7209090909,101,2020
0.7209090909,102,2040
0.7209090909,103,2060
0.72,104,2080
0.7206060606,105,2100
0.7206060606,106,2120
0.7187878788,107,2140
0.7181818182,108,2160
0.7178787879,109,2180
0.7166666667,110,2200
0.7160606061,111,2220
0.7160606061,112,2240
0.7160606061,113,2260
0.7160606061,114,2280
0.7160606061,115,2300
0.7160606061,116,2320
0.7157575758,117,2340
0.7133333333,118,2360
0.7133333333,119,2380
0.7133333333,120,2400
0.7133333333,121,2420
0.7133333333,122,2440
0.713030303,123,2460
0.7127272727,124,2480
0.713030303,125,2500
0.7127272727,126,2520
0.7127272727,127,2540
0.7127272727,128,2560
0.7127272727,129,2580
0.713030303,130,2600
0.7133333333,131,2620
0.7133333333,132,2640
0.7127272727,133,2660
0.7118181818,134,2680
0.7118181818,135,2700
0.7121212121,136,2720
0.7121212121,137,2740
0.7121212121,138,2760
0.7121212121,139,2780
0.7121212121,140,2800
0.7118181818,141,2820
0.7121212121,142,2840
0.7127272727,143,2860
0.7118181818,144,2880
0.7118181818,145,2900
0.7118181818,146,2920
0.7118181818,147,2940
0.7115151515,148,2960
0.7115151515,149,2980
0.7103030303,150,3000
0.7090909091,151,3020
0.7090909091,152,3040
0.7087878788,153,3060
0.7087878788,154,3080
0.7078787879,155,3100
0.7081818182,156,3120
0.706969697,157,3140
