label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
iy,0.331292771294,0.162481839109,0.605851326045,-0.144808026372,0.411413437287,-0.62600512716,-0.234932521336,0.43298478298,-0.437517076093,0.413520610075,0.46748719766,-0.521439735173,0.325376976223,0.474474169867,-0.282316154324,-0.442007489034,-0.489949093725,-0.271094918378,0.134907823238,-0.0790187511013,-0.501437231243,-0.455884425485,0.579798609287,0.362246482677,-0.449172132749
aa,0.0100360054726,0.38159772641,0.345603101892,-0.363695746575,-0.261014881209,-0.487359853337,-0.517077032203,-0.494854721127,-0.430580484241,-0.417158298942,-0.480635712646,-0.518756348897,0.426087685053,0.106550033967,0.524352478973,0.0317476439098,-0.544368794722,-0.534567011935,0.350944834038,0.62226136691,0.119221056354,-0.539105451153,0.585928718439,-0.309300826945,-0.0525283960738
en,-0.160438557773,-0.256521710893,-0.14699131446,-0.161792414368,0.222292168893,0.243333117405,-0.36842481706,0.267451374756,-0.100717348962,0.404264975593,-0.0923129768667,-0.439461588179,0.413838340898,-0.270186945554,0.207181498439,-0.286783788467,0.271737758214,-0.13129338087,0.127229232356,0.487158151845,-0.417445687284,0.239417706249,0.286283510372,0.496853332136,-0.450956941322
ae,0.482639048862,-0.503819753339,0.518220757761,-0.468715347001,-0.0580339997756,-0.583642700173,-0.516082713769,-0.231831542961,-0.650121436429,0.37026399026,-0.577925448052,0.126907403137,0.668652179296,0.273755954119,0.578996085448,0.250349150916,-0.603452676179,0.056602608342,0.0142505342001,0.534137954132,-0.314137344301,-0.539199835193,-0.290857367908,0.503220079159,-0.568260495996
eh,0.392927057649,-0.592093719091,0.541388333714,-0.465166959201,0.518491551323,-0.417623307593,-0.572964778233,0.25123839933,-0.321857791943,0.0901489403825,-0.634366957775,-0.0169640706146,0.540807818485,-0.260745812055,0.527027522076,0.0848070132834,-0.525899722065,-0.154539399111,0.128739157402,0.35572881797,0.165454553394,-0.659414806613,0.537755273406,-0.447206679632,-0.526907632536
el,0.13000970866,0.394958412527,0.00137341968654,0.0565517920183,0.352923564297,-0.25665791678,-0.451742948928,-0.0758506573147,0.379421607699,0.405451806939,0.312301557033,-0.18406711245,0.163736537712,-0.00541604157338,0.302997637364,-0.351261610497,0.498368399275,0.0979304770522,0.246944606246,0.136158143167,-0.207269864589,-0.495122518055,0.432139421211,0.396212964929,-0.25327349809
ah,0.391454045796,0.278568448092,0.422575280892,-0.501348234588,0.451005007846,0.455409296544,-0.295191985761,-0.10973075475,-0.718832650369,0.346850945043,0.174238895298,-0.38843588842,0.61169767376,-0.124254878899,0.722448729575,-0.209474496003,-0.580413225383,-0.413816448605,0.0203164407469,0.496124212328,0.16995879017,-0.629719543438,0.43652611919,-0.504792342842,-0.4330580273
ahn,0.0535001530549,0.0940106508908,0.17550517664,-0.137164347305,0.0651014917286,-0.0708496184596,-0.217548673112,0.0699340884228,-0.0462733896343,0.130151683122,-0.0640203066313,-0.0880371404546,0.246352905203,0.0345138916659,0.214745536274,-0.0911065391191,0.0141952285656,-0.154613897007,0.0756359095182,0.212765195392,-0.0441075104257,-0.0437096838186,0.193906492896,0.157367386182,-0.204084897646
ow,-0.126840061163,0.0857428443383,0.397961521724,-0.512550489825,0.275956843166,-0.461830233458,-0.584183674128,-0.352270740369,0.133805491441,-0.565960350694,-0.0628666410701,-0.497207994393,0.682502351989,-0.296078777366,0.470426332386,-0.462104497981,-0.604383565558,-0.493492594574,0.262715519669,-0.316946124325,-0.524586794199,-0.340654180223,-0.183267168843,-0.402187356526,-0.502543501483
ao,-0.287513359207,0.386092215905,0.50089926862,0.100768699093,0.0855067425568,-0.501369112883,-0.273013284031,0.343586418178,-0.32429701296,-0.44403680997,-0.499166652144,-0.588660768238,0.515773074338,0.299870896242,0.444125454961,0.0353091361453,-0.607120690236,-0.135567386144,-0.451504580151,0.373036074018,-0.14068147373,-0.479901464823,0.482860445765,-0.394117981588,0.0641395498564
w,-0.330319345005,-0.41628923517,0.422636283264,-0.244925500528,-0.390732242356,0.300419258579,-0.207263223119,0.446094815404,-0.538654031848,-0.486450266252,-0.203598211926,0.169001358743,-0.386415774618,0.249213914389,0.660161243934,-0.608570325907,0.557109569652,0.597848487607,0.0164891560831,-0.32083543162,0.493689359768,0.39274856729,-0.262873485135,0.425720958552,0.161122550432
ih,-0.154219002733,-0.364988654665,0.517733514639,-0.5251851089,0.36306040062,0.198124694552,-0.547115526079,0.558256657442,-0.546688167761,0.522227722363,-0.598089301355,-0.587847173163,0.559580729079,0.295740149927,0.630555927325,0.0727845871927,-0.23906478141,-0.641728781961,-0.527042033299,0.488991612693,-0.224697570168,-0.68192377131,0.222958742843,0.149840097937,-0.473151368024
ch,0.162385544951,-0.297623534294,0.129676148979,0.179957368701,0.113320447636,0.441950829452,-0.344031838324,0.226997725235,0.384707505648,-0.401362971789,0.0398136456171,-0.0729806953022,-0.0276643395997,0.0649988371622,-0.411887197266,-0.410226688237,-0.225898347156,0.288054835279,0.216859470131,-0.356017173625,0.382872303445,0.247682256599,0.239633043207,-0.0970764791423,0.400564207672
ey,-0.00301562437363,0.218198840763,-0.17553870201,-0.139567905088,-0.314975963793,-0.54073120246,-0.514646531882,0.346341554258,-0.572090465623,0.530423811882,-0.410197386496,0.254451270102,0.545578644337,0.222883922657,0.638685207959,-0.493448898744,-0.190282557427,-0.516162995526,0.476909886162,0.284478342477,-0.492621692373,-0.433397710591,0.176782910048,-0.371996227156,-0.600951198959
aw,-0.126920099899,-0.305540567038,0.517342967576,-0.472464042736,0.144781318857,-0.408284755298,-0.46219034817,-0.41712257078,-0.183510153145,0.380353274303,-0.210105250079,-0.41083688111,0.39432545682,0.193913824059,0.675237844409,-0.281270329053,-0.531126081071,-0.0717552229611,0.558204962929,0.339495563667,-0.184356449292,-0.162348717095,0.386700506876,0.385135766116,0.181247581738
ay,0.501143235297,0.539065906933,0.473600947561,-0.528027235739,-0.439471853077,-0.475986038656,0.127991405607,0.403542884746,-0.499734460522,0.197681847784,-0.370403172449,-0.608571531884,0.5038490233,0.538684463089,0.573248714836,-0.22660769721,-0.659941393277,-0.174538589656,0.539208448121,0.271127634389,0.0146707210966,0.412610492537,-0.198745030886,-0.335949417358,-0.448415304939
zh,0.0209644365049,-0.239498952542,-0.192819655307,0.0941543560135,0.01711185607,0.0500974495063,-0.0982524604258,0.0279367875127,0.27893848265,0.00275372707348,-0.187206139846,-0.055485043133,-0.167950368859,0.126108946183,-0.088919945136,-0.107035778815,0.0983310710734,-0.049408773681,0.0273131475071,-0.3070329471,0.0626124053986,0.0554950431808,0.208206206851,0.240717726286,-0.0994414408111
tq,-0.483593284408,0.47026488644,0.0200089265673,0.39099102095,-0.0443677971299,0.00524260912975,0.135061912607,-0.410910949273,0.438174525201,0.389607530542,-0.432013030851,0.350363538258,-0.262567707873,-0.404480925694,-0.320620324389,-0.0296153942279,-0.396507301772,-0.207001831025,-0.219506359434,0.268560348357,0.371718103656,0.221013729464,0.406963249363,0.474756400859,0.137031858296
er,0.335454079223,0.459045298054,0.44686048179,-0.259651258012,0.250420150768,-0.385624189007,-0.594976661542,0.388360787694,-0.0469845743838,0.400136451498,0.294783904789,0.234378588852,0.161010311012,-0.429765799689,0.483781184818,0.37114234819,0.260293910238,-0.280209925929,-0.0826809051929,0.356370784551,-0.210467075943,-0.441068976052,-0.239340493137,0.20384857133,-0.454660966177
#,-0.430970194213,-0.449595292878,0.569919648886,0.70422039881,0.515206542364,0.687443697262,0.570323972753,-0.617917479464,-0.599775867119,0.450747871311,-0.287668076213,0.48695603407,-0.646937814655,0.443522899785,-0.621947758757,0.547788580401,0.828725894618,-0.599892251512,0.41120723821,-0.651045095001,-0.539534293271,-0.579721866106,-0.601459839083,-0.482565496018,0.495569741256
