label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
hh,-0.596741942298,-0.202868100001,0.735156975321,0.161331729447,-0.80164196302,0.525811923855,-0.80686166068,-0.798620927163,-0.508786151436,-0.693489087252,0.682594256543,-0.697309512056,0.766064374615,-0.730951193382,-0.341112906713
jh,-0.275804010136,-0.385084199711,0.321273983689,0.729805671144,-0.0514765634156,0.320281676511,-0.454862907905,0.522762865816,0.201817489917,0.311884576823,-0.00472060283874,0.209760301856,0.556140929737,0.461096724138,0.120916109447
em,-0.321114867256,-0.711312122192,-0.084639060033,-0.318735664466,0.388520597443,0.789209295844,0.225540556879,-0.6288886077,0.20348605324,-0.53957449565,-0.362742112211,-0.409698394029,0.657018068891,-0.599960042262,-0.103059224287
b,-0.777765212976,-0.296387921042,0.946458544083,-0.339413310373,-0.627049201688,0.390894167589,-0.544893010998,0.635307369457,0.238973956382,0.0243149424914,0.621954106444,-0.564200507704,0.0923644164766,0.068574837575,0.794491706165
d,0.129501179735,0.650187868527,0.917006189568,0.790931902511,0.812185325133,0.513758721099,-0.352349507081,-0.151859983294,-0.205046655837,-0.684660628972,-0.318412041783,0.463149830913,0.754505865244,0.648912743151,0.0407728056365
g,-0.965799763523,0.311910697097,-0.446066177895,0.808286168946,0.172164213523,0.493642319885,-0.925503180365,0.487594983544,-0.745622532331,0.393568477656,0.517331771583,-0.0125585662892,-0.0833705335733,0.55775486503,0.0965363450374
f,-0.116847775844,-0.449255144992,0.309605749893,0.555726696479,-0.235698332867,0.779563392072,-0.136511763753,-0.0874321167627,-0.756851983083,0.106707320939,0.599655371539,0.196128437177,-0.13178712414,0.414740221783,0.489974385877
h,-0.192724476208,-0.231312482086,0.165501571298,0.0198140405569,-0.0655379291303,0.262266385856,0.0396467846436,-0.290068308249,-0.0673852042859,-0.207850938514,0.179847775901,-0.216218179989,0.250871113066,-0.1824912378,-0.0749742856803
k,0.433713435147,-0.123390549048,-0.0884349970337,0.590841798757,-0.972813112005,0.401875740781,-0.139632027401,-0.0269981185203,-0.392853598271,0.235469316335,-0.848994817573,0.782160093555,0.684833184218,0.25937938736,0.625446151041
m,-0.333543216203,0.519814238864,0.554384598272,0.81354230536,-0.0273421038774,0.137739273607,0.450208405237,0.396941117941,-0.546198263065,-0.442140079732,-0.310118387499,-0.302378192088,0.353358127095,-0.436318752567,0.244803267792
l,-0.315789058255,0.211171117913,0.342498770623,0.956454276533,-0.0972857818861,-0.55787820661,0.349359444932,-0.467689743672,-0.297728961343,0.671682710234,0.341731787369,0.301021730089,0.521329739883,-0.094442636522,0.274291682034
n,-0.703599900062,0.702377660711,0.589161152303,0.588958844749,-0.229809501376,0.828465832999,0.177917983234,-0.34609446873,0.0955446142239,0.571958086752,-0.548318756054,0.794183755127,-0.696639703098,-0.493763862405,0.0350222348541
p,-0.488595229165,0.13762842774,0.299066539257,-0.228287240747,-0.826472865203,0.251231167333,-0.178532163969,0.486582221166,-0.434753925786,0.832154596951,0.514560818131,0.0962851950277,-0.0803495546585,0.643666015615,0.580135169448
s,-0.0822326884432,-0.543184312896,0.449264236633,0.884703211525,-0.0415281889779,0.087776479703,0.130095185626,0.802946230365,-0.445386652939,-0.486120734521,-0.0462852712647,0.516065038795,-0.509689397329,-0.166102207623,-0.149391574375
sh,-0.360503658033,-0.518612566935,0.684103804297,0.748830765445,-0.635402589862,-0.275036959444,-0.42524853093,0.490778094297,0.308771619727,-0.0445275621709,0.318808372838,0.599291098583,0.412308813803,0.503749019854,0.465028113977
uh,0.710745735782,-0.41760677463,0.0659031975884,-0.834084057997,0.701403128126,-0.824116568224,0.348391511154,-0.91355415958,0.983769106459,0.68360602648,0.59458170673,0.752518002732,-0.816980240106,-0.0117237097318,0.0227466459512
oy,0.167743632595,0.10453633491,-0.508722139998,0.244584095403,0.478022763575,-0.498978103313,0.323305749289,-0.462118887586,0.201867620814,-0.0345524837143,-0.0127768254171,-0.0860558875533,0.13990401462,0.140422635656,-0.0560728111904
v,-0.596109817618,0.47366180018,0.841340225521,0.354144815994,0.310793486657,0.568031833623,0.336835407319,0.665475630887,-0.786225590402,0.507134429233,-0.425084432547,0.7161959633,0.562416389508,0.492149949166,0.14195735509
ow,0.497278356139,-0.277108417813,-0.436259075784,-0.688233192333,0.648076373753,0.698777766108,0.769811599056,-0.298970290875,0.432636568522,-0.125910307403,0.691224815207,-0.670178231357,0.678467034078,0.697197173692,0.143561093831
z,-0.0217791784989,0.0561823244648,0.825217522514,-0.410192376999,0.337624537358,0.773381004663,0.248108613927,0.367991507169,-0.590078749315,0.434950956864,-0.622787864037,0.217585322925,0.496369811643,-0.520628565028,0.759002897886
uw,0.758944761766,-0.59908938305,-0.835841936492,-0.482721752816,0.75053945559,0.657017478761,0.0440103129025,0.701659227498,0.752689667354,0.524135248974,0.724146557151,-0.751946340708,-0.747830711273,-0.930954071509,-0.93296944612
