label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
t,0.54132184033,0.745144813658,0.874596957388,0.561058361092,-0.78283758433,-0.426241997268,0.466538977166,-0.109253734577,0.635183559637,0.131523126967,-0.41058081904,0.556911655815,0.665539767509,0.41837893149,-0.522245260516
<,0.0311273014776,-0.10002101626,0.037097063987,0.274747434872,-0.111176012901,0.0463777503572,0.0253943910938,0.0958037475435,0.0554682002848,0.0298758702347,-0.044796088916,-0.111674009707,0.117721634046,-0.0640909057915,0.0679066049033
>,-0.110763484916,-0.0425302624388,-0.00719288553903,0.177738464994,-0.191227975827,0.0641049913211,-0.00626253655418,0.176533443378,-0.0298049591555,-0.106865443873,-0.0773603917003,-0.00492253237858,0.0510382326696,0.0194124518632,0.00539347677189
w,-0.308426523867,0.337457595891,-0.490796648127,0.460562083125,-0.77352335119,-0.454621910616,-0.643574399887,0.68644798505,-0.77188442339,0.576912948231,-0.645026924334,-0.0157078388205,0.0716815944784,-0.59834610664,-0.381949209771
dh,-0.6672558992,0.380422729941,0.834368473387,-0.710939622395,-0.705748914006,-0.769198590789,-0.654896044748,0.561607712546,-0.513369927035,0.313031495626,0.718992562515,0.711371811157,-0.339330996052,-0.45612615856,-0.596075820157
y,-0.611397967657,-0.468611224759,0.603568560473,-0.154456867035,-0.619441578352,0.490372954584,-0.488426660338,0.638146713066,0.456281137109,-0.270089465837,-0.0330813337506,0.728041570293,0.651380871719,0.250310726811,-0.596414723433
hh,-0.451283887355,-0.473530095416,0.456262467836,0.48737517145,-0.826626406789,-0.576398975455,-0.77253931732,0.381369920497,0.625233567238,-0.631106776895,0.582705487864,-0.525782128654,0.362892014736,-0.540217825069,-0.488004613936
jh,0.0887609610825,-0.283399117445,0.236873786636,0.681975259112,-0.0275354915459,-0.0418353265362,-0.552385565383,0.130059220559,-0.409307834052,0.325908234511,-0.232093705398,0.480021018046,0.142875318375,0.304959774769,0.176622963846
em,-0.424064374918,-0.607804351913,-0.664883157683,0.361819561518,-0.678480920644,0.278419460162,0.494252646184,0.364305698035,0.289632850363,-0.569656359829,-0.549268996187,-0.760115702313,0.531562690792,0.550482827673,0.352383082811
b,-0.649893562885,-0.341892153606,0.529415100058,0.589400219103,-0.612584364634,-0.531272373168,-0.673820106499,0.632280975232,-0.549012570358,0.589582206508,-0.370539820784,-0.00688563664136,0.0234925377502,0.676782255951,0.426224907642
d,0.502008717057,-0.129899487023,0.665584145999,0.631087111132,0.787559968484,-0.493860092356,-0.219844562647,0.688885550286,0.0456681506602,-0.334541008693,-0.621435447608,0.609413950155,0.521798099474,-0.591238255946,-0.384978006067
g,0.48825144185,0.529527913195,0.247545218388,0.519896877847,-0.203359274006,-0.325280966078,-0.558296444885,0.76572439295,-0.479459016051,0.712224862778,-0.249560672806,0.401727393408,-0.468742286913,-0.481963490064,0.694631398443
f,0.178610823511,0.371590289673,0.683896219852,0.623092472262,-0.393554557881,0.228511932975,-0.437540448375,0.65329015476,-0.352581703635,-0.395797334387,0.220253729238,-0.0625362064188,0.233527691538,0.114506654149,0.580748592141
h,-0.064582443201,-0.05462942102,0.0328563319111,0.218796756003,-0.199443997562,-0.0637955059999,-0.0144212338145,0.143728202941,0.0933395273797,-0.113926870748,0.00477078720878,-0.0884223707425,0.0957440109491,-0.0599596606976,-0.0153607022171
k,0.70524470061,0.0996998124492,-0.314278283875,0.562170484476,-0.763179669375,5.42510446221e-05,-0.618032616931,0.236033260945,0.492975531569,-0.649742003635,-0.0462695376148,0.640284603607,0.153912092823,0.0184849685631,0.304723938814
m,-0.223491568543,0.387604530918,0.11200879772,0.554472400649,-0.0415255357103,-0.365997723905,0.318796969119,0.430340107262,-0.474572549401,-0.532123275933,0.0106173311426,0.421117019366,0.794147629665,-0.842720203484,0.349731761299
l,-0.329305001738,0.189631812738,0.691224803684,0.759113605262,0.286765341973,0.0665127233477,-0.375986575467,-0.736040838273,-0.0781188158019,0.539884318215,-0.0281906020188,-0.0372784783938,0.583876771301,-0.589236129495,0.21377481668
n,-0.181776010586,-0.195081822077,0.830197193201,0.78756454506,-0.500698220962,0.301528044526,0.379863975281,0.0144502728059,0.376169352115,0.242629132424,-0.580007535388,0.468204198453,-0.6666287044,-0.682683807415,0.599901331716
p,-0.505674713889,0.691011363022,0.373703278241,0.421320483923,-0.660406650378,0.304511409328,-0.514245704236,0.0560217842981,-0.659238373172,-0.221224211688,-0.0887977583715,0.127839497936,0.0498338884298,0.326331211731,0.598489802651
s,0.70216641196,-0.263840443836,0.223437432367,0.818228393042,-0.727249875501,-0.190551054006,0.534892588994,0.377298834773,-0.539866838792,-0.122082279111,0.457306870128,0.073627855748,-0.345024755898,-0.349376688565,-0.336289215734
sh,-0.0837610884217,-0.267743379506,0.0498259018365,0.619002229505,-0.497329409427,0.179440044355,-0.470145651555,0.0216016065219,-0.438219429004,0.074767140579,-0.259753642114,0.765358465509,0.661154910486,0.0793014914487,0.0520323758394
uh,-0.0500254721011,-0.346807710227,0.291277787654,-0.744212856286,0.677088027073,0.283512211127,0.717615392847,-0.53326986152,0.550810854037,0.474275071941,0.658220373864,-0.515655311436,-0.713288796605,-0.0499916627058,0.470193155626
oy,0.0568500770772,-0.045943195215,-0.279666651873,-0.0984659985252,0.393103368664,-0.0178204366941,0.315792676283,-0.330278943853,-0.157593888573,0.262225670962,-0.0126927567888,-0.117697234283,0.111319173942,0.0949641265319,0.191418236402
v,-0.302001832527,0.744536097239,0.31692105814,0.841356671299,-0.0802233024952,0.550551703093,0.169045315772,0.81138822971,-0.618234873694,-0.327560375319,-0.472579433582,0.594494068146,0.05393312458,-0.594786186562,-0.195552902744
ow,-0.144196285417,0.698201158277,-0.41545333973,-0.410824788057,0.637936967256,-0.62467590527,0.691042215189,0.481389185033,0.416308905735,0.0175470730378,-0.0906081963502,-0.464721824981,0.456728311086,0.733071367523,0.625380444676
z,-0.0134674191424,-0.225005115547,0.729674122439,-0.226952199038,-0.45849039344,0.548614409248,0.634378749535,0.476949763615,-0.618911717983,-0.00607575982179,-0.513580705732,-0.349011612856,0.660865213283,-0.394935694447,0.00876156846056
uw,-0.519210552797,0.679529306501,-0.764655715723,0.627548849362,0.737440806528,0.649669780261,0.705423096489,0.675483217153,0.536438570805,0.773264171272,0.703149133926,-0.49249892148,-0.722618367007,0.766078384549,-0.696186122456
