label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
iy,-0.53814729378,0.268356211368,-0.199549646527,-1.15129509373,0.936333988891,1.17724867662,1.13426137552,-0.0492315360637,0.805662425757,0.405328311411
el,-0.451613567981,-0.607102999411,0.583499217165,-0.367257134522,0.467784150761,0.832177911206,-0.194370585573,-0.585363721312,0.273634859888,0.751439227225
aa,0.566456435749,0.423019028868,0.272537692963,-0.451067943393,-0.944941539965,0.510161429355,0.590282760048,0.337893171578,0.876285317677,1.12911084246
ch,-0.166574505529,-0.508012425109,-0.118527512227,0.558239533282,-0.183639002643,-0.419376666431,-0.604574604721,0.44994847248,0.26648940927,0.0378662964485
ae,1.0261428899,0.447746512628,-0.449256113095,-0.182174553257,0.24690957025,-0.257164481687,1.18260602726,-0.782866157488,-0.526848033473,0.657318351822
eh,0.581182947057,0.825051869271,-0.538216369683,-0.766270331177,-0.718111052287,0.0564852089173,0.651930972195,-0.853609065216,1.04435142894,0.741497627183
ah,-0.257419097498,0.760257188847,0.413935264855,0.332272908609,-0.48930939184,0.238984419772,1.28762232437,-0.976703174359,0.416201829868,0.922646498413
ao,-0.111343537172,-0.0181766623269,0.0902911455925,0.114317282321,0.0786747766277,0.0310281613085,-0.0699868503619,0.0259363469565,0.18227048498,0.202667471483
ih,0.874810973646,0.849752954188,-0.939791705523,0.837062458769,-0.852481858038,1.05435852475,0.998509852044,0.0469540092997,0.189454643387,0.954662739274
en,0.740963840013,0.192437052544,0.578166954404,0.135093043319,-0.462388925808,0.0887763963762,0.156457810554,0.168852102117,-0.697098701441,0.504613950313
ey,-0.0144360631541,0.321253287544,-0.886218390951,-0.237886858685,0.268012849057,0.674394492016,0.356440237547,-0.160010696441,0.500023290009,0.206884483213
aw,0.608068384473,-0.119277128456,0.362407054421,0.19468055557,0.274730965093,0.742171999477,0.929426957013,0.328019362406,-0.0394677117593,1.02374772916
ay,-0.894899542788,0.681847700164,-0.678094632899,-0.271643576574,-0.290990700772,-0.0183764690307,0.657806179032,0.270678764372,-0.26293103115,0.7251195132
zh,-0.368888557532,-0.0350371353684,0.418579408492,-0.0196385150929,-0.00283704873366,-0.297950625557,-0.475553077635,0.0824790333496,0.395852892903,0.191874970361
er,-0.188911151638,-0.168633930607,-0.59801067044,-0.35840415967,0.139226269813,0.93421086743,0.0435601949041,-1.05005887127,0.274288921474,0.354301982957
#,-0.11951676994,-0.030293386417,0.0950142527735,0.128167169808,0.0899475694438,0.0280007024475,-0.0996861697289,0.0264245268013,0.161895226204,0.189027861527
ng,-0.621334372943,-1.12925738346,-0.062754934699,-0.489304146595,-0.73126706115,-1.02436921287,-0.805712139478,-0.330118132559,-0.831822059649,0.471749554193
r,-0.528112803382,-0.684348677724,0.73723539973,0.672110042253,-0.656337702902,0.779276682984,-1.12033171647,-0.454065155231,-0.542595615249,0.514633722254
th,-0.32558928839,0.133795867328,0.160190188217,-0.410739896156,0.441757652517,-0.893535780009,-0.359479744296,0.226897495987,0.449494626945,-0.331298919333
t,-0.636990219007,-0.66924004419,-0.718458761975,0.705191549819,-0.322642558426,-0.807829209536,-0.602076539785,-0.0782991348988,0.738431363998,0.324917240164
<,0.0835545201136,-0.374909687554,0.179714187738,-0.116538941085,0.40194506299,-0.000231862239355,-0.145670296014,-0.27388267592,0.0635912659106,0.0205178847477
>,0.191267740382,-0.0648532154443,0.060525341785,0.230391461381,0.105526251979,0.152645402405,-0.140540322727,0.172749691981,0.149679632798,-0.0641546105284
w,-0.872972452637,0.342848370916,0.702934078382,0.420253932531,0.351674273127,0.465575542161,-0.719489523481,0.87858570515,0.827975149192,-0.520841112738
dh,-1.07317953935,-0.858526501968,-0.674759930452,1.17106903645,1.09193638168,1.0150498227,-0.359502112694,1.00702060039,-0.267651903457,-0.992100810642
y,1.07239532915,-1.14098389369,-0.47601490973,0.303829268655,0.229009544712,0.525856898565,-0.972807230114,0.948300684554,0.455412053095,-0.341237460423
hh,0.7002687417,-0.758439650265,0.58375262748,0.747368359282,1.13569446228,0.291291393245,-0.0486019782741,0.280620015664,0.174998461414,-1.13682178768
jh,-0.674957043846,-0.0452860552921,0.616443359087,0.136766729512,0.118761270432,-0.217995087293,-0.708291211679,0.500343115835,0.86495194561,0.149920183768
em,0.22078045488,-0.880754465536,-0.194778260907,-0.424573436599,0.675336771275,0.117284195006,0.689001653634,-0.0881895171301,-0.517345113597,-0.17554535452
b,-0.212330033748,0.261949305794,0.910892622294,0.781650141191,-0.108790638081,-0.188490090235,-0.54582388123,0.308873618264,0.541945233589,-0.938995883449
d,-0.451327736755,-0.841754279151,0.260593763808,0.538428826434,0.622540683327,-0.982471777778,0.15936266331,0.828004836434,0.432752927987,0.945786875682
g,0.0935533302389,0.643639386637,0.281908375631,-0.0777753054936,0.733006977924,-0.287671592648,-1.15913632187,0.864860275413,0.21812602462,-0.276084465284
f,0.384459464335,-0.0855500412816,0.475662361846,0.0626500750922,0.460428975338,-0.766180314161,-0.571472697131,0.195624704842,0.173300440095,-0.252608923955
h,0.213611289642,-0.29769325705,0.214975694926,0.227383938518,0.286909250104,0.151981748547,0.0259674725689,-0.026642065839,0.123766952938,-0.136314672566
k,-0.146301521252,-0.204786569612,-0.109746795318,0.178587004919,0.871380762226,-0.658365196687,-0.700607473867,-0.0790757317189,0.861253697686,0.554751182231
m,-1.03772782009,-0.0361976145024,0.685224970916,0.989862369815,0.566786906391,-0.6616468785,0.0489489941834,0.0960723776387,-0.292595580534,0.343139698712
l,-0.665787532285,-0.260371162818,0.507167431342,0.735690139966,0.666039208648,0.142658345632,-0.669371188358,-0.724412962758,0.0938183762274,0.439276329617
n,-0.0710410396508,0.645287120328,-0.253332828404,0.734012994108,0.67153362511,-0.901150262955,-1.23658084638,-0.447104601021,-0.778574346084,0.526449689333
p,0.11758589746,0.738682442696,0.0553901517184,0.884288469053,-0.00873787111867,-0.398114176476,-0.910678412026,0.149806140053,0.730670120685,-0.837131117073
s,-0.127627595847,-0.107016293292,0.799316665057,0.0408154064322,0.0669543495628,-0.109459781623,-0.293283759719,0.813009498593,-0.73281247486,0.60605683076
sh,-0.292909784463,-0.497408270704,0.923819429076,0.726521621728,0.128374065801,0.0443225545498,-1.11596195809,0.296769626115,0.854985571024,0.0962864218632
uh,-0.480242989008,0.94788988658,-0.543913121398,-1.00536237227,-0.634404154322,0.866902078371,-0.368138466851,-0.735863169128,-0.243107442877,1.02402782499
oy,-0.12705465131,-0.0674516586605,0.208977725518,0.0594929897528,0.0822640895985,0.611430390884,0.304780792132,-0.529183093353,0.32416253875,0.675172772662
v,-0.658203436636,0.284292294185,0.161309730203,1.12172814907,-0.135057943953,-0.982655128608,-0.552173767021,0.9628369448,0.0122355338746,0.496486622992
ow,0.0273755003962,-0.615600256965,-0.0893728024158,-0.660691771257,-0.808158538423,-0.239510994839,0.903647650347,-0.623052041641,0.831629102202,-0.29764068161
z,-0.567840442369,0.0873564758958,-0.0209489096015,0.152145021143,0.0809204539402,-1.07479506115,0.0377608343111,0.138806606297,-0.248365648754,-0.0694901594977
uw,-0.320545389914,0.793626419863,0.602325960703,-1.00326934078,-0.742897838865,0.983138783787,0.832814154865,-0.335037290133,-0.828604017417,-1.11250785016
