label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30
iy,0.608216759895,0.067712730514,-0.422075607985,-0.541212623051,-0.0464100659549,0.464997178889,0.829890254179,0.31582697349,0.787463272105,-0.0353594496937,-0.642875195153,0.384916124207,0.723570858811,0.353357214799,-0.185582013125,-0.412100811806,0.619538482786,0.255115930861,-0.0569318130065,0.472985567118,-0.29096867642,-0.242897397515,-0.480080996499,0.45785025795,0.00111309688502,0.393801980511,-0.0620909924315,0.313005442518,0.522981348168,0.247800223729
el,0.518608516851,0.00967475649634,0.170730523373,-0.124378891773,0.451267364109,-0.39118330911,0.0221209964754,0.845225945082,-0.463039506257,0.365035199394,-0.285720215305,0.267605391029,0.332213790632,0.191566749256,0.18361337228,-0.523580895346,0.445805877024,0.15951867042,0.51169635419,-0.550033346542,0.142084875658,-0.292856497869,-0.369473343728,-0.413423865998,0.345571569234,0.441702813762,0.249669178774,-0.0920990424381,-0.354962759006,0.588484192777
aa,-0.0822148711285,0.496030577438,0.423936451515,0.0818565811237,-0.190745196344,-0.37860082873,0.390206861101,-0.402509601033,0.1161158152,0.802089841426,-0.588632670387,-0.0892969760688,-0.361177239221,-0.561672287007,-0.656770938272,0.617655072988,0.0811102014975,0.513491681276,-0.284075245653,-0.522541067689,-0.162764892873,-0.713976971727,0.529005188405,-0.0405324614983,-0.294365188577,0.675567752028,0.142518333329,-0.537786842533,-0.429083362888,-0.546843785639
ch,-0.407662932701,-0.0668356467802,-0.106288556315,-0.275352023653,-0.47516431834,0.270875443834,0.282055392976,0.467361924731,0.0466549038287,-0.394339895796,0.380027484954,-0.547541231377,0.262228161567,-0.434897514582,0.000570952303718,-0.399253283611,-0.341834033326,-0.317076241417,0.70217335829,-0.406123823991,0.0824254968872,0.072254574609,-0.210432701626,-0.556392605839,-0.377225048485,-0.278171540686,-0.357769960892,-0.124688136358,-0.439903388632,0.461004561738
ae,-0.331335001017,0.436698801108,0.649168094038,-0.169556188635,-0.249443009357,0.417297383725,-0.227752094818,0.288633471541,-0.0559779187705,0.701091824532,-0.393655673839,-0.387770328294,0.126653992817,0.258073484713,-0.0855659844423,0.472243433689,-0.408193896878,0.330877472304,-0.390871211396,-0.808435808973,-0.262832287315,0.522337125718,-0.734311893744,0.729859582113,-0.297871657386,0.193952330549,-0.590745968486,-0.546515895684,-0.4371512077,0.794631748589
eh,-0.342108613658,-0.145395131933,0.465259499118,0.448307672521,-0.131654838114,0.638599136819,0.509518451979,0.488501961834,0.111552009498,0.490676540911,-0.18366490499,-0.569508324616,-0.0124482263696,0.372103914691,-0.505772361945,0.492054624482,0.51351488306,-0.200247495893,-0.711889775511,-0.0640243403546,-0.641125918998,0.532387793044,0.442667724196,-0.0999488202095,0.483982101666,0.537056714528,0.270960757437,0.742558142621,-0.446910076643,-0.709338189633
ah,0.575564077055,-0.296307843337,0.399296671341,-0.477107587252,-0.362360962879,-0.232444074625,0.108781177085,0.387153155113,-0.419067002273,0.685456884642,-0.369978948883,-0.531708318759,-0.634891730913,0.390808706407,0.564403403772,0.731419384252,-0.59126921836,0.63686370151,-0.500263175318,0.548745014664,-0.570192197371,0.115134808114,0.363898308788,-0.485362712084,0.327599841611,0.556190382971,0.848182643033,-0.57288527055,0.323005424476,0.312511151341
ao,-0.138730272638,0.0256557937473,0.0694789164145,-0.0315343419201,-0.0398820381524,0.0177664478524,-0.011559708602,0.101062700888,-0.0684679864726,0.0419527139279,-0.0870933816183,-0.00692117646418,0.077086830544,-0.0519362941347,-0.00315561222525,0.0787976835199,0.00265754667387,0.148877344528,-0.164969612646,-0.139799601395,0.0123965805229,-0.0315854211729,-0.0322540771406,-0.0665907217512,-0.0335177060057,-0.0465778617406,0.124535987157,-0.127905238527,-0.00580376762329,-0.0367651652983
ih,-0.0508881555809,0.407714570687,-0.24549322207,-0.174786643817,-0.463576880422,0.579585869503,0.263557829818,0.700816435205,-0.198794228873,0.765109528096,-0.674621927606,-0.721098721114,0.387498669107,-0.123910935816,0.607220186073,0.760764103327,0.386005161349,0.397769149133,0.43808809857,-0.736569728403,-0.578531957237,-0.333969488778,0.369796694582,0.693330119629,0.600885892026,-0.462550210736,0.221134688308,-0.362056194213,-0.166429021208,-0.637656375713
en,-0.577680166972,0.303301464679,-0.157252105571,0.0594839083847,0.146185841734,-0.355850027255,-0.096556981302,0.538583540124,0.258973614937,0.632949151581,-0.0981986296022,-0.332148916742,-0.191935156606,-0.367533408703,0.208944959073,0.588039142018,0.100735759298,-0.577370295807,-0.133479148873,-0.434956506749,0.417572083451,0.00843798187727,0.282209074654,-0.0659948244584,-0.165640458335,-0.110646905172,0.408267377506,0.0854670441436,0.227452108309,0.629296556799
ey,-0.284193175264,0.605246677898,-0.0868521245381,0.0624796718081,-0.337464925784,0.529371455959,-0.655997216261,0.815528595443,0.412573289365,-0.44006857662,-0.675347265834,0.511382073569,0.169335510261,0.345535446311,-0.14843713769,0.745529298909,0.13485163742,0.60439754915,0.328302837642,-0.136823981703,0.0486430001817,0.197306484803,-0.0522485900785,-0.722240643464,0.578619279508,0.707964640003,0.35459527448,0.130522527113,-0.585046071864,0.198842554577
