label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
iy,0.625618063713,0.485570615969,-1.0351399395,-0.582207860776,0.512547114242,-0.521314847791,0.323652460932,0.137436456769,-0.616976152682,-0.13503115137,-0.865750841447,0.0457868431676,-0.68391506167,0.954628627562,-0.514582368137
el,0.0109362421536,-0.164066289354,-0.828169991246,0.46159992394,-0.830002720081,-0.294789583227,0.497069537733,-0.144823808592,-0.888589270525,0.747198186647,-0.101449112477,0.338627505176,-0.539665796966,0.876687559781,-0.646509567127
aa,-0.689101822039,0.11039460879,0.233779679683,0.602903618588,0.924568534619,0.497487218682,0.962651461132,-0.677286299168,-0.585034996984,-0.660174918144,-0.293339042749,-0.943921767447,-0.645868194801,0.258762027698,0.630594693857
ch,0.50521507686,-0.307059595369,0.419083375011,0.708720852697,-0.679562412061,0.476050180734,0.324269688555,-0.297813592402,-0.62736811718,-0.964633090384,0.435472654598,0.01860105698,0.570201244986,0.0530941050248,0.158828826974
ae,-0.24105179696,0.535640517807,0.593683596986,-0.933175005706,0.92742353771,-0.920271903624,-0.714280400763,-0.166266718625,0.720359401218,-0.0773717593095,-0.425286831506,-0.22637224063,-0.671451977344,-0.597291066795,-0.477051962489
eh,0.0344291557354,0.510124302841,0.302552829198,-0.578895056859,-0.462468899319,0.523255892112,0.393230457401,-0.418017754468,0.828871675424,0.996001555733,-0.521881679652,-0.893259489458,-0.898033934786,0.306312024377,0.991285259064
ah,0.810695791867,-0.0555461031753,0.4244738061,0.101308925023,0.664162603921,0.737276629252,-0.521773979357,-0.733455582528,-0.654349741353,0.797874226926,0.869103997164,-0.962377547427,0.0481535166005,-0.578548414254,-0.633984295773
ao,-0.119575724062,0.0825727434139,-0.0193094289105,-0.0790548773997,-0.027383008481,0.0737235322521,0.0600789497119,0.0595105816401,-0.0730319958465,-0.11671086895,-0.0347621721421,0.0376569032258,-0.165990949129,0.024560260612,0.00351736089755
ih,-0.512165133402,-0.301891320885,-0.166768657038,-0.754108097473,0.909922542021,-0.621891763605,0.901067843399,0.115274935178,-0.198349814093,0.948499292344,0.360675699913,-0.63366216085,-0.916646686247,-0.622887382595,0.706556184422
en,-0.661764208263,0.333180740181,-0.0694533782147,0.869756007959,0.0865398027888,-0.714418019613,-0.254570713687,-0.0905567348382,0.385799320051,0.0386717036203,0.675941834809,-0.279693147951,-0.738680038391,0.27087678031,0.458145661341
