label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
b,0.361240138875,-0.465825012056,-0.562600184281,0.231360525042,0.216990450084,-0.031749486412,-0.307381541876,0.00512476337262,0.419551252991,0.683538465276,-0.551158142918,0.173508242999,-0.472203086423,-0.575929079757,-0.394817962715,0.0512790027381,0.594832960403,0.641154000371,0.596754329654,0.626625696802,-0.408232874693,-0.137568057545,-0.238394084388,0.675521960248,0.175845958885
d,-0.434836360705,0.688011898702,-0.459909106541,0.498734439923,0.630299328372,-0.251984245719,0.654851269544,-0.446049655803,-0.44739261825,-0.431750951318,-0.556721928797,0.503252359474,-0.60308934484,0.00612120598219,0.408965755323,-0.531997956016,-0.223836390779,-0.406147574001,-0.430781660277,0.471684291272,-0.396524877809,-0.469607361664,0.500677744263,0.607345260014,-0.32905774253
g,0.213469535038,0.645790689809,-0.331359890859,-0.209276637615,0.663385603458,-0.449501733822,0.67824994627,0.437352753826,0.286912011195,0.0814204724164,-0.505944630254,0.439416552997,0.539609676949,0.324159029169,-0.569063430273,0.291879227886,-0.492487525793,0.540863280978,0.468967936497,0.593193890712,-0.426980080066,0.590068700661,0.172376840635,0.404614417535,0.549122080722
f,0.47904648721,0.454940402844,0.324462045263,0.103047279364,0.487915169091,0.101447929778,0.338902163852,-0.255432942669,0.437786370582,-0.402282765028,0.240319743286,0.211788480534,-0.315363961167,-0.269595951772,-0.647312106984,0.12835367776,0.0334693058009,0.43433999339,0.0303464692381,0.368717678969,-0.482384534618,0.404418619798,0.115630871091,0.0865006609909,-0.164440525491
h,-0.0429543716902,0.066838440666,-0.047497759494,-0.0994829084128,-0.021573952996,0.0750925916159,-0.00308347708607,-0.206594982914,-0.0740363832761,0.0636033985551,-0.217254751859,-0.191577662263,-0.108607848943,-0.0908486730598,-0.194677724729,0.0995918672727,0.0380667672365,0.125688075371,-0.151769707841,0.138508806173,0.192623368466,0.138620805548,-0.0940719535451,0.0447254376053,-0.079652961146
k,-0.464734499189,0.66146646414,-0.420366301247,0.138767986435,0.635402450455,0.331745745627,0.0758762583005,-0.393323066893,0.321608226541,-0.428000284051,0.388503714095,0.386433814145,-0.468346834318,0.392149965316,0.17813596366,-0.142160675437,0.502048479177,-0.602098322163,0.384889407502,0.303195456073,-0.531373390472,0.525564204205,-0.33260836403,-0.346070003673,0.552075623343
m,0.235610966836,-0.0785699196011,-0.636696677893,0.00345349588161,0.570079694366,0.485735826698,0.598333728156,0.0658499156172,-0.288109863874,-0.54976707447,0.0273428973882,-0.432072307298,0.26811600628,-0.527171406999,0.0426420437588,-0.51630092938,-0.112395190236,-0.269916491394,0.355491023323,0.257234762089,-0.292796637993,-0.137348465067,0.484870591729,0.295367819996,0.190217374987
l,-0.074419053268,0.524631443956,-0.378086606221,0.662546308513,-0.578241250979,0.308799915913,0.571076340846,0.226003420181,-0.536963302451,-0.262326007432,0.284658400882,-0.300340968222,-0.273297783368,-0.514332653895,0.112099280739,0.163255493752,-0.367361160914,0.318404305166,0.457850543733,0.406565042405,-0.237417914286,0.386109012635,-0.197420843313,-0.213000441947,0.283716804428
n,0.509295046313,-0.503833359071,-0.593422372393,0.343504798559,0.575679708603,0.39599494349,0.66220694683,0.0370745064056,-0.421317692082,-0.45706846824,0.68201211319,-0.261897533292,-0.488108121418,0.575748383438,0.499306745078,0.182082400937,-0.557887779486,0.456009210803,-0.693008067648,0.190296530015,-0.613031298985,-0.00385341030901,-0.411273960529,0.511981698592,0.601198523973
p,0.438224855352,-0.0846001735227,0.152898451342,0.458520652731,0.19168713096,0.192855420448,0.524252741083,0.509572269806,0.538491181974,0.393325268518,0.295030120176,0.415329229408,-0.553019033971,0.110102396062,-0.613003013355,-0.487931761167,0.409962595908,0.285336443695,0.404682978869,0.022205584961,-0.223026782343,0.691657604983,-0.177909935528,0.619898580309,0.297595534006
s,0.357028751484,0.492718511947,-0.266827787766,-0.340373570526,0.580255021421,-0.0538394011961,-0.130271842568,-0.127253220675,0.610141789016,-0.591031643851,0.289470768669,-0.37569563955,-0.386973206771,-0.056503909901,0.525814315592,-0.440225677761,-0.672260065351,0.503890152458,0.31003493553,-0.222639742111,0.49994446274,-0.203851281187,-0.04912956828,0.424567936055,0.26225415195
sh,-0.413178775444,0.46968488827,-0.540653517099,0.496354766861,0.0675804848696,0.428255117265,0.370841939587,-0.561149321685,0.334675542118,0.227833296005,0.403355597978,0.286503709989,-0.498648535913,-0.521872164325,-0.173689774906,0.218487651603,0.00984015637952,0.471361090838,0.374334213242,-0.453186330174,-0.341605937078,0.373166626842,0.445466406393,0.546736521964,0.0894400597445
uh,-0.384672922084,-0.584915470684,0.393658490345,0.448080519888,-0.583415832443,-0.659202396625,-0.514585593227,-0.636838333516,0.107186725464,0.419277935209,0.52666652202,0.384108097909,0.598608480208,-0.443128609585,0.573745286036,0.450281104625,-0.661285500056,0.65584514352,-0.535666962118,-0.664656848968,-0.374401687745,-0.450192537728,-0.40821240923,-0.735250867698,-0.292303057527
oy,-0.494792568431,0.0135009147829,0.376980520368,0.143946285727,-0.261678781069,-0.201385718445,0.284301271827,0.298669844974,-0.193014368463,0.181170825383,-0.177171007022,-0.229306300631,0.350183943846,-0.11803954961,0.189385426525,0.157108222686,-0.210940600437,-0.0679816052926,-0.108397795434,-0.288785870873,0.0679184507532,-0.205854777257,0.101252263299,-0.309600518519,-0.130076331991
v,0.493972998942,0.029312528304,-0.24263010456,0.660458825151,0.48079628424,0.537114054874,0.461510596843,0.498563817646,0.545253560204,0.276092559937,-0.479701208733,-0.372931163731,-0.456436435642,0.108323515874,0.609735389073,-0.595762307375,-0.565117194576,0.138607478293,-0.120059241965,0.179195330953,-0.653309608848,0.454080706209,0.581991377736,-0.093602881197,-0.0334507131816
ow,0.201755720155,-0.540584192941,0.390153129781,-0.283982380921,-0.591165308517,-0.580348682332,-0.567594828116,-0.0124797004697,-0.406923587561,-0.10275509223,-0.202322774261,0.599060791779,-0.423539402954,0.308099820953,-0.369360002721,0.459900149149,-0.651120381994,-0.594636082854,0.262459936145,0.359938817766,0.332569853482,-0.138623768133,0.391891231668,-0.62890463002,-0.572285884184
z,0.465786250212,-0.0440331354251,-0.489182646298,0.13994307092,0.45543078439,0.342668161575,-0.390341253704,0.630579444056,-0.0103417939229,-0.452228105034,-0.52373007493,0.0421067348749,-0.221826557982,-0.539526287071,0.574469366545,0.374519466243,-0.323308336374,-0.713823900469,-0.362772656756,-0.389224434495,-0.474978987327,0.57002415142,-0.484570053175,0.515005703321,-0.51879622131
uw,-0.686311006571,-0.587745149433,-0.633854591477,-0.598844960921,-0.57024372212,-0.491284545386,-0.594768280625,0.357243137335,0.51014473147,-0.452718475544,0.473083859373,0.537110151833,0.721621614007,0.151512398309,-0.0102015152864,0.531520430235,0.561052409033,0.510325164794,-0.639819922861,0.524865390207,0.610629933485,-0.613606233779,0.514980483942,-0.473168859709,-0.658243737016
