label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
iy,0.301518945382,-0.233436456148,0.22059281763,-0.974207507615,-0.366347139547,0.973794936872,0.876042016039,0.368662519573,0.774872609847,0.326105073937
el,-0.0105379253543,-0.491386095745,0.476245342902,-0.226258210373,-0.457053048634,0.55008736094,-0.373095515458,-0.246732377681,0.255465334725,0.290611503428
aa,-0.0908306916978,0.584192537379,-0.930072697671,0.212061166678,-0.529327909911,0.885130347875,0.92016536876,0.0603061087447,-0.447562033786,0.00895380290749
ch,0.12625890802,0.0259941928819,0.272729058029,0.307847021701,0.0527281254017,-0.741429213191,-0.663241586381,0.157882418865,0.512443476045,0.217479623428
ae,0.698691873757,0.0200353279884,-0.513053896682,-0.320662106121,0.687966548491,0.312470942809,0.938786302216,-0.580637469327,-0.769963053895,0.698850157754
eh,0.0781480263815,0.782187204443,-0.770063913516,-0.289132665196,-0.98028908074,0.398307694655,0.868365032569,-0.496306180509,-0.114930230754,0.916874716896
ah,-0.200407593263,0.758130566453,0.410255812662,0.471557230177,-0.372597320669,0.831972110426,0.876771662066,-0.361175212123,-0.0985569352512,0.881892902595
ao,0.0519339797359,0.0892005275224,-0.0183180814584,0.00629574898555,0.0203119100832,0.0365966240762,-0.124330960618,-0.0306567109506,0.110091854628,-0.0345912101717
ih,0.220411617254,-0.231098032144,-0.875750105423,0.746778719679,-0.393163665382,0.681261230879,0.899317430259,-0.0518585845847,-0.448433516536,0.873988462142
en,0.563051586773,0.579551378715,-0.304061597477,0.281108495907,0.283766068711,0.473525738537,-0.253959530054,0.290490689701,-0.750179585051,0.349993448805
ey,0.434321309685,0.101691052413,-0.27730929503,-0.526601152523,-0.360388502917,0.36720301614,0.124835610491,0.0737487792775,0.268091946061,0.714391907951
aw,0.755364655498,0.0987348346603,-0.0826379088126,0.381068834864,0.705326465788,0.943574403337,0.489464717463,0.0253437665368,0.0350073215228,0.482234029582
ay,0.240674948318,-0.12257516886,0.301232575219,-0.342022931494,-0.279681165907,-0.199552820591,0.762643455084,0.254658202195,-0.197483614477,0.445472373215
zh,0.0645166913401,0.168990656421,0.30707945989,-0.238983418034,0.0549868722322,-0.215278476004,-0.382926824952,-0.110899814744,0.123625576951,-0.165847565403
er,0.663466295043,-0.101441834623,0.0560871643089,-0.233117859852,-0.636734367954,0.872593678383,-0.431044277069,-0.645321820483,-0.00528205197784,0.606695185648
#,0.0637088247831,0.0867341707343,-0.00816723636439,0.0033298856095,0.0271792396131,0.0296271048899,-0.15304064458,-0.0286983080887,0.108993965652,-0.0354815508619
ng,0.258890324943,-0.43970455871,-0.150131076194,0.408263888088,-0.531319166722,-1.12026279177,-0.616952085516,-0.570620335772,-0.896733526832,-1.0492509114
r,-0.166471410686,-0.563168867616,0.753293921596,0.0685397894383,-0.163730551033,0.562035703477,-1.05868461084,-0.755210420671,-0.454861840838,-0.681497679352
th,-0.0392543411235,0.534458576825,0.0541577167294,-0.906544273932,-0.150286886942,-1.04440489122,-0.326377223967,0.048365147185,0.686209234324,-0.0123143182525
