3000,0.089999999999999997,75,5,0.70454520472657234
3000,0.089999999999999997,75,10,0.66546853531189853
3000,0.089999999999999997,75,15,0.65454245671887878
3000,0.089999999999999997,75,20,0.65168452871667959
3000,0.089999999999999997,75,25,0.6490794174223683
3000,0.089999999999999997,75,30,0.6501236603462488
3000,0.099999999999999992,75,5,0.70357790601813641
3000,0.099999999999999992,75,10,0.66574333608134206
3000,0.099999999999999992,75,15,0.65487221764220838
3000,0.099999999999999992,75,20,0.65136575982412759
3000,0.099999999999999992,75,25,0.64937620225336579
3000,0.099999999999999992,75,30,0.65056334157735618
