iy,0.778234216544,-0.607039599266,-0.947690596501,-0.913159340853,0.65356075088,-0.824817003721,-0.952645535944,-0.469970713473,0.226294357309,0.161486310075,-0.573801171763,-0.413320933328,0.603124616785,-0.00968749663707,-0.544925260092
el,0.487008364425,-0.238205587757,-0.573006519986,0.521274367398,0.282675160928,-0.764152962835,-0.0191780188109,-0.650316928098,0.269050812647,0.113082235346,0.323922727354,0.264399385212,0.616659160875,-0.23477444336,0.0575494432378
aa,0.759589953065,-0.443868226144,-0.772989506475,-0.809520347935,0.880550614879,-0.683045726874,0.442132302472,0.346961461099,-0.475091587236,-0.50585878701,0.251559832044,0.166211398454,-0.700452499587,0.680237139172,0.553520874926
ch,0.122019157361,-0.509785349346,0.894459699536,0.457343833482,-0.611395872016,0.23092256055,0.446351160645,0.322193063187,-0.215534077663,0.135045809094,0.32022869495,0.233512501819,0.344834170818,0.444016940942,-0.326582591479
ae,-0.348509173063,-0.543237539911,-0.207132947462,-0.126387851068,0.757338986333,0.0144867870959,0.714984066752,-0.850834212699,0.591520759739,-0.68826913162,-0.833506530853,-0.836752056143,-0.875915395415,0.592408958324,-0.468454533991
eh,0.781216195427,-0.206137788056,-0.851772706707,-0.601407836205,0.564612500587,-0.288071298824,0.625776901256,-0.123706113307,0.612781153857,0.521336984527,-0.465529988565,-0.563062380669,-0.787258851052,1.09317289183,0.8870232595
ah,0.32889645285,0.577559899801,-0.75968099732,-0.383055351415,0.790586907876,-0.704727196715,1.05513827495,-0.436326425971,-0.66611895808,0.604062363288,-0.127499291717,-0.407943068045,-0.449411977814,0.239459136628,-0.373092595161
ao,0.0144490938656,-0.0429625175339,0.034804842181,0.000146546018802,0.136389105816,-0.0480976710453,0.0671086676557,0.0510313148491,-0.00874476200349,0.0430727587086,-0.0051571834334,0.0558040540662,0.100999605591,0.0877489984422,0.045366290262
ih,-0.609790920968,0.582425097249,-0.973311233651,-0.908059229738,0.876371004446,-1.0600741382,0.475788638251,0.450126338794,0.909359484957,-0.555208773709,-0.860385845289,0.220456690292,-0.8168529034,0.803149719718,0.138812378369
en,-0.298445105202,-0.591363132966,-0.746640607334,-0.455033109873,-0.0737554615707,0.557296199096,0.843790345814,0.530008071886,-0.0660698258854,-0.239544133726,-0.396357806218,0.41537002019,-0.575286308235,-0.455224637239,-0.321605666648
ey,0.268744879235,-0.0484527817345,-0.132895864693,-0.996581985392,-0.347132432751,-0.755600005927,-0.0199387649582,-0.545284140995,0.173804271455,-0.101370767444,-0.288499902451,-0.795918141615,-0.158321046979,0.241157328762,-0.489399211424
aw,-0.213933530883,-0.839277466048,-0.867681331386,-0.326014859545,0.543207003001,-0.285780033758,0.800557575794,-0.208094903529,-0.511381159721,-0.62415692371,-0.623040490298,0.189266690318,0.475750235516,0.267351950964,-0.796585976626
ay,0.346534200512,-0.355742741426,0.530924429953,-0.70063302394,0.657809886075,-0.699870495309,0.652886115659,0.208255655771,0.206162905257,0.547382013392,-0.686808247844,-0.219669355008,-0.137392044339,-0.240965964145,-0.564735635793
zh,0.0979568485298,-0.23489513904,0.327182935199,0.398848235215,0.0763608325129,0.0928294733595,-0.14902561788,0.330072316361,0.202817458285,0.256794020161,-0.109832804688,0.0504901119118,0.186429707405,0.0452302772425,0.397497646924
er,0.627230279203,0.504471747127,-0.740551245848,-0.219254481905,-0.0507328901382,-0.341082479073,0.0564769002711,-0.765564985604,0.909945475567,-0.137421661888,-0.386274187965,-0.379535339609,0.0580249937051,-0.710715889824,0.606259106587
#,0.00420812584137,-0.0550426587962,0.0391112539014,0.0253569801296,0.100560342565,-0.0310510577794,0.0777523300324,0.0630039035406,-0.0108786806048,0.0424346559352,-0.0112501431774,0.0642915084477,0.112076111883,0.0647414727621,0.0324928113189
ng,0.913217660497,0.730806816079,0.805154275642,0.712900934472,0.828385180547,0.502254602062,0.635776785764,0.353230982667,0.535426837452,-0.194000907911,0.466457441437,0.634168168501,-0.118959206925,-0.840600923565,0.70865206204
r,-0.924319037809,-0.0936844617025,-0.280892577941,0.537514710337,0.255700134911,-0.479947376677,0.936535505738,0.123845388924,0.344937804259,0.17589580162,0.863049977773,0.733055245304,0.726688750757,-0.685515597582,0.69034685612
th,0.58322241643,0.363907214731,0.27143890839,0.154912948386,0.0838472309757,0.460224035841,-0.488293627725,0.195647394992,-0.667970896551,0.685769600568,0.0937168443459,-0.225937643209,0.0280807530764,0.0637668984604,0.323377507919
t,0.55286465033,0.807486025381,0.488284726232,0.767229430608,-0.79334663679,0.509811193726,0.528618051406,0.597428840855,0.598776470963,0.0274574505631,-0.0218808428542,0.0519222657721,0.659376523938,0.79842741791,-0.442842249435
<,0.11046125393,-0.281931198963,0.035121156337,0.128725695858,0.133153389589,0.266480447468,-0.0419020463641,-0.356641694219,0.0491577265853,-0.11085470088,0.0320273003365,0.00466190329212,0.254414419799,-0.164416230466,0.250395685409
>,-0.242946747299,-0.267892078752,0.0242490087518,-0.113111055547,-0.0250178312601,0.157455147166,-0.109163207156,0.0152204469944,-0.0305720230669,-0.193427101665,0.0755559989577,-0.0433110653871,0.0481047020505,0.0438969602427,0.135785277251
w,-0.69605503347,-0.435867368525,0.292234187455,0.522796869887,-0.497930536002,-0.628306183834,-0.850313783365,0.803656980361,-0.554731051366,0.651068251136,0.0643928503905,-0.464980560906,0.814416957983,-0.119477532019,-0.40048148547
dh,-0.536650590373,0.856141350052,0.29349865854,-0.661621025513,-0.888072591723,-0.629824216988,-0.580042761795,0.670498791811,-0.891752741867,-0.628091191141,0.858180426549,0.833335431539,0.666947762333,-0.486304330429,-0.65504707666
y,-0.632998204008,-0.942363813902,0.415021017365,-0.154647090731,-0.716943000924,0.682908329289,-0.6919905546,-0.315016219864,0.513750047034,-0.593877676258,0.598044795345,0.880354604164,0.829914923146,0.286463536181,-0.592671364498
hh,-0.687203302079,-0.0688054632327,0.587825823484,-0.059544740851,-0.709415428237,0.425910564426,-0.930879273027,-0.766575334222,-0.488051818124,-0.751894313413,0.595960085144,-0.556834395613,0.709446792646,-0.698987845877,-0.227397502715
jh,-0.0480927751184,-0.382624089946,0.37712661242,0.691631022705,-0.110713252411,0.0623993491987,-0.447080603235,0.666259002364,0.131920958499,0.369141016254,-0.12894003492,0.189293832747,0.464376648367,0.413145748811,0.173089633266
em,-0.0690457286578,-0.709895763714,0.0205576090947,-0.409145176209,0.464797256885,0.67280774095,0.173268831377,-0.487297956511,0.194036539866,-0.527749570638,-0.407164100338,-0.361921330941,0.623718424167,-0.53876207064,-0.0860582941554
b,-0.790146513856,-0.0871131006278,0.985520574156,-0.334539022242,-0.460839794659,0.173644036816,-0.676383074026,0.722717459433,0.135410820245,0.0689671198855,0.393153957654,-0.59318707968,-0.0580878072261,0.0686129212699,0.833973792734
d,0.247098708651,0.478311628283,0.970756924773,0.752753659244,0.790451805514,0.167934159372,-0.355916078043,0.0959371832062,-0.322331922587,-0.670953788912,-0.492253096783,0.532584843033,0.771869704378,0.603238902003,-0.160270132953
