"(u'z', u'ay')","(u'ay', u'z')",t,1
"(u'k', u'ih')","(u'ih', u'k')",t,9
"(u'z', u'ae')","(u'ae', u'z')",k,2
"(u'ih', u'ey')","(u'ey', u'ih')",r,1
"(u'hh', u'ih')","(u'hh', u'ih')",ey,1
"(u't', u'ih')","(u'ih', u't')",s,15
"(u'l', u'r')","(u'l', u'r')",f,2
"(u'uw', u'uw')","(u'uw', u'uw')",y,13
"(u'ih', u'y')","(u'ih', u'y')",k,1
"(u'iy', u'k')","(u'iy', u'k')",eh,3
"(u'hh', u'dh')","(u'dh', u'hh')",iy,1
"(u'w', u'y')","(u'w', u'y')",ay,3
"(u'em', u'v')","(u'em', u'v')",ay,1
"(u'y', u'er')","(u'er', u'y')",ae,1
"(u'ay', u'g')","(u'ay', u'g')",t,1
"(u'r', u'eh')","(u'eh', u'r')",w,3
"(u'b', u'z')","(u'b', u'z')",el,1
"(u'uw', u'ih')","(u'ih', u'uw')",n,3
"(u'ay', u'v')","(u'ay', u'v')",eh,1
"(u'n', u'ey')","(u'ey', u'n')",g,3
"(u't', u'dh')","(u'dh', u't')",ay,1
"(u'z', u'v')","(u'v', u'z')",er,1
"(u'uw', u'eh')","(u'eh', u'uw')",l,1
"(u'eh', u'd')","(u'd', u'eh')",t,1
"(u't', u'iy')","(u'iy', u't')",p,2
"(u'n', u'ey')","(u'ey', u'n')",m,5
"(u'd', u'iy')","(u'd', u'iy')",d,1
"(u'er', u'ow')","(u'er', u'ow')",p,1
"(u'uw', u'ay')","(u'ay', u'uw')",g,1
"(u'm', u'uw')","(u'm', u'uw')",m,1
"(u'm', u'ow')","(u'm', u'ow')",r,1
"(u'eh', u'n')","(u'eh', u'n')",g,2
"(u'p', u'dh')","(u'dh', u'p')",ey,1
"(u'ah', u'ah')","(u'ah', u'ah')",jh,1
"(u'em', u'aa')","(u'aa', u'em')",jh,1
"(u'iy', u'ow')","(u'iy', u'ow')",d,12
"(u'd', u'l')","(u'd', u'l')",ay,4
"(u'p', u'ay')","(u'ay', u'p')",l,2
"(u'r', u'hh')","(u'hh', u'r')",ey,1
"(u'iy', u'w')","(u'iy', u'w')",l,1
"(u'd', u'p')","(u'd', u'p')",ih,2
"(u'ng', u'hh')","(u'hh', u'ng')",ey,1
"(u'ae', u'ah')","(u'ae', u'ah')",k,4
"(u'z', u'f')","(u'f', u'z')",iy,1
"(u'iy', u'uw')","(u'iy', u'uw')",d,5
"(u't', u'jh')","(u'jh', u't')",ay,3
"(u'r', u'ey')","(u'ey', u'r')",m,4
"(u'aa', u'er')","(u'aa', u'er')",f,1
"(u'ch', u'ay')","(u'ay', u'ch')",er,1
"(u'm', u'ah')","(u'ah', u'm')",f,2
"(u'ow', u'l')","(u'l', u'ow')",g,1
"(u'k', u'd')","(u'd', u'k')",uh,13
"(u'ch', u'iy')","(u'ch', u'iy')",d,1
"(u'n', u'iy')","(u'iy', u'n')",d,4
"(u'ah', u'dh')","(u'ah', u'dh')",d,3
"(u'z', u'r')","(u'r', u'z')",p,9
"(u'eh', u'l')","(u'eh', u'l')",n,2
"(u'n', u'ow')","(u'n', u'ow')",s,3
"(u'w', u'ay')","(u'ay', u'w')",ey,5
"(u'er', u'ah')","(u'ah', u'er')",ch,1
"(u'b', u'ay')","(u'ay', u'b')",t,1
"(u'm', u'ae')","(u'ae', u'm')",b,4
"(u'd', u't')","(u'd', u't')",ih,18
"(u'er', u'ih')","(u'er', u'ih')",th,4
"(u'el', u'ih')","(u'el', u'ih')",ch,1
"(u'y', u'ae')","(u'ae', u'y')",uw,8
"(u'ow', u'n')","(u'n', u'ow')",aa,2
"(u'jh', u'k')","(u'jh', u'k')",uh,2
"(u's', u'ae')","(u'ae', u's')",l,1
"(u'l', u'ch')","(u'ch', u'l')",er,1
"(u'ih', u'ow')","(u'ih', u'ow')",k,2
"(u'iy', u'g')","(u'g', u'iy')",z,5
"(u'l', u'dh')","(u'dh', u'l')",t,1
"(u'ah', u'sh')","(u'ah', u'sh')",z,2
"(u'y', u'd')","(u'd', u'y')",er,1
"(u'aa', u'el')","(u'aa', u'el')",d,3
"(u'hh', u'k')","(u'hh', u'k')",iy,6
"(u'eh', u'b')","(u'b', u'eh')",t,2
"(u'er', u's')","(u'er', u's')",z,2
"(u'k', u'ih')","(u'ih', u'k')",hh,3
"(u'n', u'd')","(u'd', u'n')",ow,2
"(u'eh', u'dh')","(u'dh', u'eh')",k,1
"(u'ae', u'ih')","(u'ae', u'ih')",k,5
"(u'k', u'aw')","(u'aw', u'k')",hh,1
"(u's', u'ah')","(u'ah', u's')",ow,5
"(u'n', u'r')","(u'n', u'r')",ah,9
"(u'ay', u'iy')","(u'ay', u'iy')",m,58
"(u'aa', u'uw')","(u'aa', u'uw')",y,1
"(u'eh', u'l')","(u'eh', u'l')",m,4
"(u'ey', u'b')","(u'b', u'ey')",k,1
"(u'r', u'r')","(u'r', u'r')",iy,2
"(u'y', u'y')","(u'y', u'y')",uw,4
"(u'b', u'b')","(u'b', u'b')",el,2
"(u'd', u'z')","(u'd', u'z')",ih,4
"(u'r', u'm')","(u'm', u'r')",ae,10
"(u'ah', u's')","(u'ah', u's')",s,1
"(u'k', u'eh')","(u'eh', u'k')",s,11
"(u'k', u'z')","(u'k', u'z')",er,2
"(u'uw', u'd')","(u'd', u'uw')",ay,2
"(u'ng', u'm')","(u'm', u'ng')",z,1
"(u'r', u's')","(u'r', u's')",k,1
"(u'ae', u't')","(u'ae', u't')",n,17
"(u'z', u'ae')","(u'ae', u'z')",uw,1
"(u'n', u'dh')","(u'dh', u'n')",er,1
"(u't', u'ih')","(u'ih', u't')",m,2
"(u'ey', u'l')","(u'ey', u'l')",ay,1
"(u'eh', u'dh')","(u'dh', u'eh')",d,5
"(u'em', u'iy')","(u'em', u'iy')",w,2
"(u'l', u'v')","(u'l', u'v')",ow,4
"(u'n', u'iy')","(u'iy', u'n')",w,6
"(u'n', u'v')","(u'n', u'v')",ah,9
"(u'd', u'f')","(u'd', u'f')",iy,3
"(u'p', u'k')","(u'k', u'p')",eh,4
"(u's', u'ih')","(u'ih', u's')",ey,4
"(u'r', u'n')","(u'n', u'r')",iy,1
"(u'ae', u'aa')","(u'aa', u'ae')",v,2
"(u'iy', u'p')","(u'iy', u'p')",n,2
"(u'r', u'ey')","(u'ey', u'r')",k,1
"(u'd', u'er')","(u'd', u'er')",p,2
"(u'ae', u'ow')","(u'ae', u'ow')",n,2
"(u'sh', u'ng')","(u'ng', u'sh')",ih,1
"(u'ay', u'k')","(u'ay', u'k')",k,4
"(u'er', u'ah')","(u'ah', u'er')",g,4
"(u't', u'r')","(u'r', u't')",k,1
"(u'iy', u'hh')","(u'hh', u'iy')",v,1
"(u'sh', u'r')","(u'r', u'sh')",ah,1
"(u'ay', u'ey')","(u'ay', u'ey')",t,2
"(u'p', u'ih')","(u'ih', u'p')",w,2
"(u'ay', u'iy')","(u'ay', u'iy')",s,2
"(u'b', u'g')","(u'b', u'g')",ae,2
"(u'r', u'ow')","(u'ow', u'r')",y,3
"(u'n', u'l')","(u'l', u'n')",ah,8
"(u'er', u'iy')","(u'er', u'iy')",p,1
"(u'n', u'iy')","(u'iy', u'n')",v,1
"(u'p', u'k')","(u'k', u'p')",ih,12
"(u'n', u'y')","(u'n', u'y')",el,1
"(u'ay', u'dh')","(u'ay', u'dh')",z,2
"(u'er', u'sh')","(u'er', u'sh')",l,1
"(u'uw', u'k')","(u'k', u'uw')",ae,2
"(u'er', u'ae')","(u'ae', u'er')",dh,8
"(u'v', u'ih')","(u'ih', u'v')",hh,8
"(u'b', u'ey')","(u'b', u'ey')",r,5
"(u'ih', u'ow')","(u'ih', u'ow')",m,1
"(u'ae', u'd')","(u'ae', u'd')",t,6
"(u'k', u'k')","(u'k', u'k')",ey,3
"(u'y', u'ih')","(u'ih', u'y')",uw,2
"(u'ey', u'b')","(u'b', u'ey')",ey,1
"(u'ay', u's')","(u'ay', u's')",ay,1
"(u'ow', u'ey')","(u'ey', u'ow')",w,1
"(u'ey', u'eh')","(u'eh', u'ey')",r,1
"(u't', u'uw')","(u't', u'uw')",sh,2
"(u'ch', u'z')","(u'ch', u'z')",ae,1
"(u'ae', u'ah')","(u'ae', u'ah')",th,1
"(u'p', u'n')","(u'n', u'p')",ih,9
"(u'l', u'ah')","(u'ah', u'l')",iy,12
"(u'uw', u'aw')","(u'aw', u'uw')",r,2
"(u'uw', u'ae')","(u'ae', u'uw')",dh,13
"(u'aa', u'ih')","(u'aa', u'ih')",jh,2
"(u'ay', u'ay')","(u'ay', u'ay')",k,8
"(u'n', u'uh')","(u'n', u'uh')",l,1
"(u'v', u'r')","(u'r', u'v')",f,1
"(u'ay', u'aa')","(u'aa', u'ay')",th,6
"(u't', u'sh')","(u'sh', u't')",ae,1
"(u'ay', u'n')","(u'ay', u'n')",v,4
"(u'f', u'b')","(u'b', u'f')",s,1
"(u't', u'l')","(u'l', u't')",ay,4
"(u'ow', u'aw')","(u'aw', u'ow')",k,1
"(u'd', u'ow')","(u'd', u'ow')",k,2
"(u't', u'iy')","(u'iy', u't')",jh,1
"(u'w', u'th')","(u'th', u'w')",ih,72
"(u'iy', u'b')","(u'b', u'iy')",v,1
"(u'ah', u'ae')","(u'ae', u'ah')",ah,2
"(u'er', u'ay')","(u'ay', u'er')",hh,1
"(u'v', u'ey')","(u'ey', u'v')",jh,1
"(u'ah', u'ay')","(u'ah', u'ay')",z,10
"(u'ih', u'r')","(u'ih', u'r')",n,2
"(u'p', u'd')","(u'd', u'p')",ey,1
"(u'k', u'v')","(u'k', u'v')",ow,2
"(u'jh', u'ah')","(u'ah', u'jh')",b,2
"(u'er', u'r')","(u'er', u'r')",p,3
"(u'd', u'g')","(u'd', u'g')",ah,1
"(u'ng', u'uh')","(u'ng', u'uh')",g,1
"(u'aw', u'z')","(u'aw', u'z')",er,4
"(u'ey', u't')","(u'ey', u't')",ih,6
"(u'p', u'y')","(u'p', u'y')",er,2
"(u'n', u'iy')","(u'iy', u'n')",p,4
"(u'z', u'ih')","(u'ih', u'z')",l,4
"(u'n', u'w')","(u'n', u'w')",aw,4
"(u'v', u'r')","(u'r', u'v')",g,1
"(u'z', u'n')","(u'n', u'z')",eh,1
"(u'ey', u'm')","(u'ey', u'm')",jh,1
"(u'l', u'l')","(u'l', u'l')",z,1
"(u'n', u'er')","(u'er', u'n')",aw,4
"(u'ae', u'ay')","(u'ae', u'ay')",l,2
"(u'd', u'ey')","(u'd', u'ey')",s,6
"(u'ch', u'ah')","(u'ah', u'ch')",jh,1
"(u'iy', u'ay')","(u'ay', u'iy')",t,13
"(u'hh', u'ow')","(u'hh', u'ow')",aw,1
"(u's', u'v')","(u's', u'v')",ah,1
"(u'ah', u'n')","(u'ah', u'n')",g,4
"(u'ih', u'er')","(u'er', u'ih')",n,1
"(u'el', u'uh')","(u'el', u'uh')",f,1
"(u'r', u'eh')","(u'eh', u'r')",hh,2
"(u'ay', u'jh')","(u'ay', u'jh')",m,1
"(u'f', u'ae')","(u'ae', u'f')",ch,1
"(u'aw', u'uw')","(u'aw', u'uw')",t,1
"(u'n', u'dh')","(u'dh', u'n')",s,3
"(u'ae', u'ih')","(u'ae', u'ih')",f,1
"(u'uw', u'r')","(u'r', u'uw')",th,1
"(u'el', u'uh')","(u'el', u'uh')",sh,1
"(u'er', u'ae')","(u'ae', u'er')",t,1
"(u'ah', u'aa')","(u'aa', u'ah')",z,10
"(u'd', u'dh')","(u'd', u'dh')",z,8
"(u'ey', u'th')","(u'ey', u'th')",n,1
"(u'eh', u'aa')","(u'aa', u'eh')",m,4
"(u'ih', u'ay')","(u'ay', u'ih')",sh,1
"(u'aw', u's')","(u'aw', u's')",er,4
"(u'iy', u'v')","(u'iy', u'v')",eh,1
"(u'ay', u'k')","(u'ay', u'k')",z,1
"(u's', u'b')","(u'b', u's')",t,6
"(u'ey', u's')","(u'ey', u's')",k,10
"(u'r', u'k')","(u'k', u'r')",ey,1
"(u's', u'ch')","(u'ch', u's')",ah,1
"(u'ae', u'th')","(u'ae', u'th')",d,1
"(u'th', u'v')","(u'th', u'v')",ah,1
"(u'th', u'ih')","(u'ih', u'th')",l,1
"(u'ah', u'ow')","(u'ah', u'ow')",m,7
"(u'ey', u'er')","(u'er', u'ey')",p,6
"(u'r', u'aw')","(u'aw', u'r')",n,2
"(u's', u'n')","(u'n', u's')",eh,19
"(u'ay', u'ah')","(u'ah', u'ay')",s,7
"(u'ih', u'p')","(u'ih', u'p')",z,3
"(u'el', u's')","(u'el', u's')",ay,1
"(u'r', u'ay')","(u'ay', u'r')",iy,1
"(u'iy', u't')","(u'iy', u't')",r,1
"(u'en', u'eh')","(u'eh', u'en')",t,1
"(u'z', u'n')","(u'n', u'z')",ay,2
"(u'k', u'l')","(u'k', u'l')",ih,3
"(u'th', u'dh')","(u'dh', u'th')",s,1
"(u'l', u'ah')","(u'ah', u'l')",s,1
"(u'uh', u'ey')","(u'ey', u'uh')",l,1
"(u'ae', u'dh')","(u'ae', u'dh')",d,1
"(u'v', u'k')","(u'k', u'v')",ow,1
"(u'f', u'ow')","(u'f', u'ow')",l,2
"(u'ih', u'n')","(u'ih', u'n')",r,1
"(u'k', u't')","(u'k', u't')",t,3
"(u'p', u'ah')","(u'ah', u'p')",sh,3
"(u'n', u'b')","(u'b', u'n')",t,7
"(u'b', u's')","(u'b', u's')",eh,2
"(u'r', u'uh')","(u'r', u'uh')",g,2
"(u'ay', u'v')","(u'ay', u'v')",iy,1
"(u'ng', u'ih')","(u'ih', u'ng')",g,1
"(u'eh', u'w')","(u'eh', u'w')",s,2
"(u'ih', u'd')","(u'd', u'ih')",r,2
"(u'ay', u't')","(u'ay', u't')",f,1
"(u'el', u'uw')","(u'el', u'uw')",t,5
"(u's', u'ey')","(u'ey', u's')",ow,2
"(u'aa', u'aa')","(u'aa', u'aa')",k,1
"(u'jh', u't')","(u'jh', u't')",ey,2
"(u'p', u'p')","(u'p', u'p')",iy,26
"(u'ah', u'el')","(u'ah', u'el')",p,11
"(u'f', u'er')","(u'er', u'f')",aw,1
"(u'r', u'k')","(u'k', u'r')",s,1
"(u'er', u'z')","(u'er', u'z')",n,1
"(u'iy', u'eh')","(u'eh', u'iy')",n,4
"(u'iy', u'aa')","(u'aa', u'iy')",w,7
"(u'ah', u'd')","(u'ah', u'd')",ch,2
"(u'd', u'w')","(u'd', u'w')",ah,1
"(u'eh', u'ey')","(u'eh', u'ey')",t,3
"(u'd', u'aa')","(u'aa', u'd')",uw,1
"(u'aa', u'd')","(u'aa', u'd')",l,7
"(u'd', u'k')","(u'd', u'k')",el,1
"(u'dh', u'jh')","(u'dh', u'jh')",ey,11
"(u'ih', u't')","(u'ih', u't')",v,2
"(u'th', u't')","(u't', u'th')",aw,2
"(u'g', u't')","(u'g', u't')",aa,31
"(u'eh', u'w')","(u'eh', u'w')",n,6
"(u'p', u'v')","(u'p', u'v')",iy,1
"(u'iy', u'ey')","(u'ey', u'iy')",g,2
"(u'iy', u't')","(u'iy', u't')",er,1
"(u'ih', u'eh')","(u'eh', u'ih')",m,5
"(u'el', u'ay')","(u'ay', u'el')",l,2
"(u'uw', u'm')","(u'm', u'uw')",eh,2
"(u'jh', u'm')","(u'jh', u'm')",er,1
"(u'ey', u'uh')","(u'ey', u'uh')",w,2
"(u't', u'ey')","(u'ey', u't')",dh,28
"(u'ey', u'ih')","(u'ey', u'ih')",w,6
"(u'ow', u'b')","(u'b', u'ow')",z,3
"(u'uw', u'r')","(u'r', u'uw')",ey,1
"(u'm', u'ay')","(u'ay', u'm')",w,1
"(u'ae', u's')","(u'ae', u's')",v,8
"(u'ih', u'f')","(u'f', u'ih')",s,2
"(u's', u'z')","(u's', u'z')",el,1
"(u'b', u't')","(u'b', u't')",er,2
"(u'm', u'r')","(u'm', u'r')",eh,2
"(u'ng', u'l')","(u'l', u'ng')",eh,1
"(u'v', u'zh')","(u'v', u'zh')",ih,1
"(u'r', u'ah')","(u'ah', u'r')",hh,1
"(u'd', u'v')","(u'd', u'v')",eh,10
"(u'eh', u'ah')","(u'ah', u'eh')",m,4
"(u'ih', u'en')","(u'en', u'ih')",d,27
"(u'ah', u'dh')","(u'ah', u'dh')",ch,3
"(u't', u'er')","(u'er', u't')",hh,6
"(u'n', u'n')","(u'n', u'n')",t,27
"(u'aw', u'ah')","(u'ah', u'aw')",w,2
"(u'l', u'v')","(u'l', u'v')",eh,3
"(u'ae', u'er')","(u'ae', u'er')",dh,1
"(u's', u'hh')","(u'hh', u's')",ey,2
"(u'uw', u'ay')","(u'ay', u'uw')",z,2
"(u'p', u'ay')","(u'ay', u'p')",f,1
"(u'ey', u'k')","(u'ey', u'k')",t,2
"(u'ow', u'r')","(u'ow', u'r')",p,2
"(u'f', u'l')","(u'f', u'l')",uh,3
"(u'k', u'l')","(u'k', u'l')",s,3
"(u'ch', u'g')","(u'ch', u'g')",iy,2
"(u'ah', u'ih')","(u'ah', u'ih')",m,15
"(u'aa', u'k')","(u'aa', u'k')",n,1
"(u'ih', u'b')","(u'b', u'ih')",s,2
"(u'ow', u'eh')","(u'eh', u'ow')",y,1
"(u'uw', u'ae')","(u'ae', u'uw')",m,2
"(u'iy', u'iy')","(u'iy', u'iy')",m,2
"(u'ey', u'l')","(u'ey', u'l')",n,1
"(u'f', u'aa')","(u'aa', u'f')",l,1
"(u'm', u'r')","(u'm', u'r')",p,1
"(u'd', u'ow')","(u'd', u'ow')",iy,1
"(u'iy', u'k')","(u'iy', u'k')",ae,4
"(u'uh', u'y')","(u'uh', u'y')",d,1
"(u'ey', u'ah')","(u'ah', u'ey')",d,2
"(u'r', u't')","(u'r', u't')",iy,6
"(u'ow', u'b')","(u'b', u'ow')",l,5
"(u's', u'hh')","(u'hh', u's')",aa,1
"(u'uw', u'aa')","(u'aa', u'uw')",v,1
"(u'w', u'dh')","(u'dh', u'w')",er,2
"(u'ih', u'el')","(u'el', u'ih')",t,17
"(u'd', u'ih')","(u'd', u'ih')",l,1
"(u'ey', u'aa')","(u'aa', u'ey')",k,4
"(u'iy', u'er')","(u'er', u'iy')",w,10
"(u't', u'm')","(u'm', u't')",aa,1
"(u'p', u'ae')","(u'ae', u'p')",er,3
"(u'd', u'g')","(u'd', u'g')",er,3
"(u'uw', u'iy')","(u'iy', u'uw')",r,4
"(u'ih', u'w')","(u'ih', u'w')",t,52
"(u'uw', u'ow')","(u'ow', u'uw')",y,1
"(u'n', u'er')","(u'er', u'n')",g,2
"(u'n', u'm')","(u'm', u'n')",d,9
"(u'r', u'd')","(u'd', u'r')",ay,1
"(u'ey', u'ow')","(u'ey', u'ow')",z,1
"(u'r', u'dh')","(u'dh', u'r')",ae,1
"(u'ey', u'f')","(u'ey', u'f')",s,1
"(u'w', u'w')","(u'w', u'w')",ay,1
"(u'aw', u'ah')","(u'ah', u'aw')",m,5
"(u'uw', u'hh')","(u'hh', u'uw')",ah,1
"(u'n', u'jh')","(u'jh', u'n')",ih,2
"(u'r', u'p')","(u'p', u'r')",iy,1
"(u'ch', u'ae')","(u'ae', u'ch')",hh,1
"(u'f', u'b')","(u'b', u'f')",ah,1
"(u'l', u'ay')","(u'ay', u'l')",l,2
"(u'aa', u'y')","(u'aa', u'y')",d,1
"(u'd', u'd')","(u'd', u'd')",ae,11
"(u'aa', u'ah')","(u'aa', u'ah')",b,16
"(u'r', u'r')","(u'r', u'r')",f,2
"(u'r', u'l')","(u'l', u'r')",g,1
"(u's', u'm')","(u'm', u's')",k,3
"(u'eh', u's')","(u'eh', u's')",l,8
"(u'r', u'v')","(u'r', u'v')",ah,6
"(u'n', u'aa')","(u'aa', u'n')",l,2
"(u'l', u'ay')","(u'ay', u'l')",b,1
"(u'uw', u'n')","(u'n', u'uw')",ih,3
"(u'eh', u'ah')","(u'ah', u'eh')",k,9
"(u'k', u'ch')","(u'ch', u'k')",ih,1
"(u'f', u'r')","(u'f', u'r')",ih,2
"(u'ey', u'b')","(u'b', u'ey')",er,1
"(u'ih', u'd')","(u'd', u'ih')",v,4
"(u'iy', u'er')","(u'er', u'iy')",v,1
"(u'n', u'm')","(u'm', u'n')",ay,3
"(u'er', u'ih')","(u'er', u'ih')",k,16
"(u'ae', u'hh')","(u'ae', u'hh')",n,3
"(u'r', u'iy')","(u'iy', u'r')",n,1
"(u'n', u'iy')","(u'iy', u'n')",r,3
"(u'iy', u'd')","(u'd', u'iy')",r,1
"(u'aa', u'p')","(u'aa', u'p')",t,2
"(u'ch', u'dh')","(u'ch', u'dh')",ay,1
"(u'aa', u'er')","(u'aa', u'er')",k,1
"(u'sh', u'dh')","(u'dh', u'sh')",t,1
"(u'ay', u'em')","(u'ay', u'em')",t,1
"(u'r', u'ay')","(u'ay', u'r')",l,3
"(u'ae', u'n')","(u'ae', u'n')",ay,2
"(u't', u'ah')","(u'ah', u't')",uw,14
"(u'm', u'ah')","(u'ah', u'm')",k,1
"(u'n', u'ae')","(u'ae', u'n')",p,1
"(u'd', u'ey')","(u'd', u'ey')",uw,2
"(u'hh', u'p')","(u'hh', u'p')",ay,1
"(u'er', u'dh')","(u'dh', u'er')",ah,2
"(u'uw', u'ay')","(u'ay', u'uw')",l,8
"(u'm', u'ah')","(u'ah', u'm')",iy,4
"(u'sh', u'l')","(u'l', u'sh')",ah,1
"(u'y', u'jh')","(u'jh', u'y')",uw,7
"(u'z', u'eh')","(u'eh', u'z')",m,3
"(u'v', u'uw')","(u'uw', u'v')",y,6
"(u'v', u't')","(u't', u'v')",ey,4
"(u'er', u'ae')","(u'ae', u'er')",k,3
"(u'uh', u'hh')","(u'hh', u'uh')",d,5
"(u'k', u'aa')","(u'aa', u'k')",b,1
"(u'jh', u'ae')","(u'ae', u'jh')",er,1
"(u'ay', u'sh')","(u'ay', u'sh')",k,1
"(u'ey', u'ah')","(u'ah', u'ey')",b,1
"(u'k', u'iy')","(u'iy', u'k')",sh,2
"(u'm', u'ay')","(u'ay', u'm')",r,2
"(u'en', u'sh')","(u'en', u'sh')",t,1
"(u'ow', u'b')","(u'b', u'ow')",ay,1
"(u'iy', u'ih')","(u'ih', u'iy')",ah,2
"(u's', u'ey')","(u'ey', u's')",w,4
"(u'ow', u'ae')","(u'ae', u'ow')",f,2
"(u'ey', u'aa')","(u'aa', u'ey')",m,2
"(u'iy', u'n')","(u'iy', u'n')",r,1
"(u'ih', u'w')","(u'ih', u'w')",r,4
"(u'ow', u'ae')","(u'ae', u'ow')",y,11
"(u'ow', u's')","(u'ow', u's')",ch,1
"(u'v', u'ae')","(u'ae', u'v')",er,2
"(u'aa', u'r')","(u'aa', u'r')",ah,1
"(u'ow', u'hh')","(u'hh', u'ow')",m,1
"(u'aa', u'ih')","(u'aa', u'ih')",m,5
"(u'ae', u'ih')","(u'ae', u'ih')",b,1
"(u'ah', u'g')","(u'ah', u'g')",t,2
"(u'l', u'ae')","(u'ae', u'l')",d,4
"(u'ow', u'uh')","(u'ow', u'uh')",p,1
"(u'uw', u'uh')","(u'uh', u'uw')",w,4
"(u'eh', u's')","(u'eh', u's')",n,9
"(u'y', u'hh')","(u'hh', u'y')",ae,4
"(u'th', u't')","(u't', u'th')",ae,1
"(u'er', u'ah')","(u'ah', u'er')",l,1
"(u't', u'l')","(u'l', u't')",s,9
"(u'r', u'l')","(u'l', u'r')",th,2
"(u'ih', u's')","(u'ih', u's')",p,1
"(u't', u'p')","(u'p', u't')",eh,2
"(u's', u'iy')","(u'iy', u's')",p,4
"(u'g', u'dh')","(u'dh', u'g')",ow,1
"(u'r', u'r')","(u'r', u'r')",aa,3
"(u's', u'f')","(u'f', u's')",t,2
"(u'l', u't')","(u'l', u't')",ah,7
"(u'k', u'th')","(u'k', u'th')",t,1
"(u'l', u'aa')","(u'aa', u'l')",k,2
"(u'ey', u'w')","(u'ey', u'w')",m,2
"(u'l', u'r')","(u'l', u'r')",p,2
"(u'dh', u'el')","(u'dh', u'el')",ey,4
"(u'ey', u'ow')","(u'ey', u'ow')",l,1
"(u'el', u'ah')","(u'ah', u'el')",m,1
"(u'm', u'ey')","(u'ey', u'm')",b,2
"(u'f', u'l')","(u'f', u'l')",ey,2
"(u'd', u'ow')","(u'd', u'ow')",s,8
"(u'ng', u'b')","(u'b', u'ng')",k,2
"(u'd', u'f')","(u'd', u'f')",ae,1
"(u'k', u'ih')","(u'ih', u'k')",d,1
"(u'el', u'ae')","(u'ae', u'el')",y,1
"(u'b', u'jh')","(u'b', u'jh')",iy,2
"(u's', u'iy')","(u'iy', u's')",ey,1
"(u'aa', u'ih')","(u'aa', u'ih')",n,9
"(u'd', u't')","(u'd', u't')",ae,10
"(u'en', u'w')","(u'en', u'w')",t,8
"(u'ey', u'ow')","(u'ey', u'ow')",ch,1
"(u'er', u'g')","(u'er', u'g')",ey,1
"(u'r', u'ae')","(u'ae', u'r')",dh,9
"(u'r', u'b')","(u'b', u'r')",ow,2
"(u'el', u'z')","(u'el', u'z')",ih,2
"(u'el', u'ow')","(u'el', u'ow')",f,3
"(u's', u'f')","(u'f', u's')",ey,1
"(u'uw', u'ih')","(u'ih', u'uw')",v,2
"(u'ng', u'aa')","(u'aa', u'ng')",k,1
"(u'r', u'eh')","(u'eh', u'r')",g,2
"(u'uw', u'ih')","(u'ih', u'uw')",m,2
"(u'r', u'aa')","(u'aa', u'r')",m,1
"(u'hh', u'jh')","(u'hh', u'jh')",er,1
"(u'ih', u'y')","(u'ih', u'y')",p,3
"(u'y', u'n')","(u'n', u'y')",ae,2
"(u'v', u'n')","(u'n', u'v')",aa,3
"(u'd', u'ih')","(u'd', u'ih')",uw,17
"(u'k', u't')","(u'k', u't')",ae,3
"(u'r', u'ih')","(u'ih', u'r')",s,3
"(u'ih', u'm')","(u'ih', u'm')",t,5
"(u'hh', u'sh')","(u'hh', u'sh')",aw,1
"(u'ow', u'jh')","(u'jh', u'ow')",r,4
"(u'ae', u'f')","(u'ae', u'f')",t,7
"(u'hh', u'r')","(u'hh', u'r')",aa,10
"(u'r', u's')","(u'r', u's')",ih,11
"(u'ih', u'ih')","(u'ih', u'ih')",r,8
"(u'f', u'uw')","(u'f', u'uw')",y,16
"(u'v', u't')","(u't', u'v')",d,1
"(u'd', u'v')","(u'd', u'v')",iy,1
"(u'r', u'uw')","(u'r', u'uw')",d,2
"(u'b', u's')","(u'b', u's')",ae,3
"(u'ih', u'l')","(u'ih', u'l')",k,3
"(u'iy', u'd')","(u'd', u'iy')",v,1
"(u'ah', u'y')","(u'ah', u'y')",n,5
"(u'ay', u'ow')","(u'ay', u'ow')",ow,2
"(u'ih', u'ah')","(u'ah', u'ih')",r,6
"(u't', u'ay')","(u'ay', u't')",f,3
"(u'ae', u'b')","(u'ae', u'b')",t,9
"(u'ih', u'b')","(u'b', u'ih')",l,1
"(u'n', u'sh')","(u'n', u'sh')",ae,5
"(u'ih', u'n')","(u'ih', u'n')",z,7
"(u'ng', u'sh')","(u'ng', u'sh')",k,1
"(u'k', u'ow')","(u'k', u'ow')",w,1
"(u't', u'v')","(u't', u'v')",ih,17
"(u'ih', u'm')","(u'ih', u'm')",l,1
"(u'l', u't')","(u'l', u't')",aa,21
"(u'z', u'uw')","(u'uw', u'z')",t,16
"(u's', u'm')","(u'm', u's')",ey,3
"(u'ey', u'n')","(u'ey', u'n')",aa,2
"(u'z', u'ae')","(u'ae', u'z')",f,1
"(u'ay', u'n')","(u'ay', u'n')",l,1
"(u'l', u'ah')","(u'ah', u'l')",k,1
"(u'z', u'ey')","(u'ey', u'z')",p,2
"(u'k', u'ae')","(u'ae', u'k')",t,6
"(u'ow', u'dh')","(u'dh', u'ow')",v,1
"(u'r', u'aw')","(u'aw', u'r')",d,2
"(u't', u'uw')","(u't', u'uw')",t,52
"(u'b', u'g')","(u'b', u'g')",ih,8
