iy,-0.316177704191,-0.663972290347,0.437732606547,0.263361615694,-0.616785781145,-0.21701811615,0.47764102803,0.383680010291,-0.108454019803,0.101404657161,0.0526997249136,0.792722783883,0.787985900045,0.400875228332,-0.808182631492,0.360451531527,-0.547804919983,0.659552608886,0.753431166105,-0.659253169115
aa,0.206661078823,0.45193296363,-0.732720340007,-0.829043323787,0.365957108344,0.248826220042,-0.276019778357,0.463858548471,0.86134587455,-0.535354758804,0.261238595279,-0.372923954514,-0.22206644968,0.599907659999,0.517712618636,-0.135098216095,-0.755297635703,-0.442283868511,-0.563017090017,0.483407972953
en,0.0329074373147,-0.192893989092,0.231232188933,0.471373752402,0.33887095928,0.570072337373,0.524459221452,0.551220303187,-0.572455727155,0.0517317355328,0.649378349099,-0.580340255763,0.0812895842579,0.523539533377,-0.460186607212,0.382534727293,0.853402257767,-0.21679941801,-0.642940071655,-0.0440799097365
ae,-0.260199771364,0.372321643065,-0.0950240696909,0.0463941362953,0.38702816468,0.529141175096,-0.538075163479,0.862545451919,0.80935940229,-0.807574783526,-0.475139396662,0.555841305649,0.589208783381,0.546280814355,-0.233260483869,-0.0966619756076,0.747385456048,-0.227220201884,0.00565651865912,-0.520819615519
eh,0.0317007369881,0.582683028961,-0.859305686016,0.825283059713,0.410822312113,0.522439100727,-0.25329392098,0.974121165718,0.616471301568,-0.290650008745,0.18686388912,0.372647960313,0.0868454325585,-0.225099266664,-0.76614658438,0.133045745577,0.118265303964,0.329607923996,-0.518970146682,0.887559886408
el,0.305920496804,-0.840692202994,0.0997484799509,-0.627862429637,-0.409761534632,-0.512234645643,0.276640605084,0.224672675533,-0.650156095802,0.340955024726,0.473869750934,0.435493138985,-0.129746438244,0.368450210225,0.267096412144,-0.00170917869345,-0.691182687751,0.231975056136,-0.022332466195,0.421712751968
ah,0.48305009029,0.41351253161,-0.680989981333,-0.698955989795,0.570230208629,-0.501726262464,0.586913766698,-0.125814090048,-0.332886845233,-0.340782069248,0.559250498132,-0.050003133178,0.415602466566,-0.59801734504,-0.529046917035,0.704514182706,-0.79831231425,0.805107377025,-0.798934519145,0.910753975392
ahn,0.187356439338,-0.0980822234785,-0.0439734107343,-0.0566984728127,-0.0032699722216,0.0525923614784,0.0505074506903,0.230129402909,-0.0670690912268,-0.0313798627868,0.0468673458334,0.167495277965,0.0681295828497,0.179817940211,-0.103239116002,0.154195041772,-0.198293406585,0.0872409155075,-0.245687685181,0.00793392774314
ow,-0.530551657937,0.710905899744,-0.0311867539943,-0.241871314306,-0.196091778508,0.412309338579,-0.592482353711,0.71602749444,-0.11955396249,0.193336892922,0.431082514859,-0.282616915032,-0.433532513787,0.740606026997,0.451261961538,-0.105597188939,-0.103598129219,0.647080492402,0.552652641476,0.641540461984
ao,-0.324903096063,0.366822288657,-0.291772239607,-0.596524990617,-0.497925951171,-0.141057191654,0.741446237998,0.845541036019,0.556445810841,-0.631897223111,0.173588563928,-0.0906578437171,-0.696211318698,0.288949672901,0.146753740041,0.168031640287,-0.149306363396,0.738421479602,-0.154202115058,-0.472250050605
w,0.0373274539268,0.418485071901,0.865233718193,-0.252163511535,0.0741915716231,-0.843342806169,0.484359161771,-0.219646663327,-0.899209514393,-0.361807635612,-0.738118304411,-0.558680281046,-0.303588576924,0.538723342151,0.633367543069,0.465307458137,-0.171945593477,0.0309588452738,-0.506154714269,-0.864349956551
ih,-0.671327883468,0.642388639667,0.850702646421,-0.935084050102,0.698194811988,0.141357181041,0.48157712631,0.698177202627,-0.471840506561,-0.0843939361423,-0.145124032845,0.35544762512,0.425306684121,-0.339687316242,-0.708295370756,0.691094485958,0.575199154005,0.679532102533,-0.155733195657,-0.108201095136
ch,0.0562996849053,0.0614517851121,0.326055639638,0.729055632047,-0.543451091561,-0.303037109081,-0.277499812985,0.525215393646,-0.338449161967,0.437295534705,-0.000392921273324,-0.151281584096,-0.900585662901,-0.520857719023,-0.333932048678,-0.672209307489,-0.329052093798,0.346647873764,0.281373242214,0.0218675288099
ey,0.0719652417166,-0.347186521856,-0.878750766222,0.672224630403,-0.673211567995,-0.221317189886,0.203769027107,0.546076570507,-0.0961099011288,-0.611263654198,0.40634890302,-0.191483500478,0.849054474187,0.698154966218,0.520842632204,0.0202656468563,-0.343081245639,0.776985419954,-0.632281414077,-0.281919476078
aw,-0.265118488707,0.49247868869,-0.685569665087,-0.60741811501,0.532910958817,-0.594044549657,-0.465361298009,0.416783618218,-0.208060847352,0.0137233238411,0.0719673395962,0.71109418715,0.422458424791,0.475642146597,-0.0725224906039,-0.216935150489,-0.73644890345,0.297478002443,0.1862434352,-0.632932785741
ay,0.697063616859,-0.266420069621,-0.537757406082,0.299524328479,0.263170138735,0.855837283767,0.436167436747,-0.0895615883715,0.626297461866,-0.735984519548,0.165459062855,-0.47477169072,0.334544868173,0.806115553017,-0.221638910948,0.875776427648,-0.681824953932,-0.217777158328,0.0733896330367,-0.548561436958
