3000,0.089999999999999997,75,5,0.54365807668133159
3000,0.089999999999999997,75,10,0.50845170752147462
3000,0.089999999999999997,75,15,0.50145401215168595
3000,0.089999999999999997,75,20,0.50023046302116103
3000,0.089999999999999997,75,25,0.50185627487952977
3000,0.099999999999999992,75,5,0.54331447726796511
3000,0.099999999999999992,75,10,0.51036245547873393
3000,0.099999999999999992,75,15,0.50158809972763418
3000,0.099999999999999992,75,20,0.4998365807668137
3000,0.099999999999999992,75,25,0.49842866121935853
