3000,0.089999999999999997,75,5,0.51793002304630109
3000,0.089999999999999997,75,10,0.49573852922690065
3000,0.089999999999999997,75,15,0.48839723444374639
3000,0.089999999999999997,75,20,0.488313429708779
3000,0.089999999999999997,75,25,0.48889168238005443
3000,0.089999999999999997,75,30,0.48915147705845385
3000,0.099999999999999992,75,5,0.52078776450869413
3000,0.099999999999999992,75,10,0.49479991619526442
3000,0.099999999999999992,75,15,0.48801173266289555
3000,0.099999999999999992,75,20,0.48815420071234067
3000,0.099999999999999992,75,25,0.48962078357427186
3000,0.099999999999999992,75,30,0.48548082966687578
