3000,0.089999999999999997,75,5,0.59691622103386732
3000,0.089999999999999997,75,10,0.57850267379679066
3000,0.089999999999999997,75,15,0.57286096256684427
3000,0.089999999999999997,75,20,0.57222816399286935
3000,0.089999999999999997,75,25,0.57090017825311823
3000,0.089999999999999997,75,30,0.57258467023172799
3000,0.099999999999999992,75,5,0.60279857397504388
3000,0.099999999999999992,75,10,0.57721925133689767
3000,0.099999999999999992,75,15,0.5733422459893045
3000,0.099999999999999992,75,20,0.57361853832442011
3000,0.099999999999999992,75,25,0.57224598930481207
3000,0.099999999999999992,75,30,0.57236185383244098
