3000,0.089999999999999997,75,5,0.62985739750445513
3000,0.089999999999999997,75,10,0.59199643493761067
3000,0.089999999999999997,75,15,0.59166666666666512
3000,0.089999999999999997,75,20,0.59078431372548901
3000,0.089999999999999997,75,25,0.58967023172905331
3000,0.099999999999999992,75,5,0.61823529411764611
3000,0.099999999999999992,75,10,0.59133689839572134
3000,0.099999999999999992,75,15,0.59062388591800241
3000,0.099999999999999992,75,20,0.5907843137254889
3000,0.099999999999999992,75,25,0.58901960784313567
