3000,0.089999999999999997,75,5,0.75813953488372254
3000,0.089999999999999997,75,10,0.75813953488372254
3000,0.089999999999999997,75,15,0.75813953488372254
3000,0.089999999999999997,75,20,0.75813953488372254
3000,0.089999999999999997,75,25,0.75813953488372254
3000,0.099999999999999992,75,5,0.76042933810375779
3000,0.099999999999999992,75,10,0.76042933810375779
3000,0.099999999999999992,75,15,0.76042933810375779
3000,0.099999999999999992,75,20,0.76042933810375779
3000,0.099999999999999992,75,25,0.76042933810375779
