iy,0.153012581517,0.284709496809,0.559141259414,-0.0601772506007,0.306980599781,-0.682515895148,-0.459845175376,-0.352638748445,-0.582506344411,0.327073168112,0.0609396760813,-0.102036693421,0.675043941106,0.53698026111,-0.727974260147,-0.58212401569,-0.386384342646,-0.231281750316,0.493087772923,0.42944793472,-0.557978640881,0.390796205579,0.302511230553,0.352381049907,-0.670262460646
aa,0.370576754865,0.624450028187,0.092115069535,-0.42961675095,-0.138407914964,-0.221932166249,-0.588857534714,0.0662154008478,-0.537961038809,-0.374209692353,-0.0077380312359,-0.436618104934,-0.604664856423,0.2691708456,0.65691017527,0.064213464251,-0.477565092812,-0.66247481224,0.14849576395,0.355885852347,-0.211860752805,-0.733266295989,0.486106590467,-0.399927070171,-0.332674376198
en,0.339411779098,-0.340967426813,0.660533106516,-0.51294320818,-0.049191909579,0.446854349475,-0.0485375273174,0.363050769456,-0.273717821029,-0.167087339026,-0.484264644026,0.439623220147,0.31923295117,0.27389593766,-0.141388967368,0.151847852218,0.0865633662312,-0.453421914258,-0.263399136414,0.278419962708,0.0195064773828,0.347935622575,-0.188707881572,0.335439511377,-0.293791088769
ae,-0.0348352313006,-0.222275336654,0.637255383791,-0.486762540182,0.517727704085,-0.720951759576,-0.608793113662,-0.051613734641,-0.63237428549,0.60320449345,-0.369830773149,0.416863869647,0.294624544574,0.656920016329,0.595996041173,0.451717188601,-0.543870387976,0.275006113971,-0.217453728963,0.778077362486,0.38108451433,-0.519065688805,0.509448673704,-0.543908146843,-0.480841375196
eh,0.208265374918,0.411281098047,0.566632554612,-0.184624930095,0.497637985743,-0.214327977373,-0.354567298044,-0.131030507147,-0.472979587284,-0.126814067219,-0.549704255163,-0.550972660002,0.119657588925,0.640001020678,-0.104853750208,0.65821897293,-0.439087284952,-0.67926254078,-0.190926413368,0.560237265029,0.439394987665,-0.506221726834,0.474578040428,-0.630834882487,-0.691792781217
el,0.0997531482272,0.532750276395,0.44965446057,-0.208818736122,0.253610272935,-0.426636244912,-0.0719324628129,0.179551650873,-0.0650766357399,0.203882292014,0.477032365965,0.321187438115,0.0344820218872,0.51834101667,-0.168708860578,-0.381571837805,0.47066268282,-0.569484641512,0.12221507485,0.221218822134,-0.394268131613,-0.0169907923046,0.0256041598332,0.318132400556,0.264116509461
ah,0.177115252618,0.179748517604,0.627453611374,-0.409491288117,0.256247073726,0.393801236272,-0.00845042842446,0.0072515865806,-0.802956435,0.0408148711088,0.378707321494,-0.558419910911,0.60513478937,0.35094761077,0.333300858568,-0.272146065893,-0.276900119808,-0.806286122269,0.250045914172,0.533028215154,0.356155463294,-0.609639575691,0.408996871968,-0.33717545033,-0.38546791673
ahn,0.133905689357,0.100390618317,0.276366757239,-0.0508626634394,-0.00031259572791,-0.124722202596,-0.127694889198,-0.0482141380646,-0.326600685318,0.0860628377443,-0.0224241328987,0.0514212582463,0.101224028502,0.167232079942,0.104796323871,0.129615393364,0.159479617639,-0.495121279799,0.0575242386471,0.287675744368,0.00768842521858,-0.0201091900269,0.0466363410143,0.00609104645067,-0.365246574485
ow,0.156916970135,0.437439100277,0.443567742544,-0.52849792541,0.674782555511,-0.548484848667,-0.201529546617,-0.427483117799,0.0485324381968,-0.227346371308,-0.414629109375,0.117794476592,0.158867125712,-0.0156994109852,0.0715322498199,-0.585306156457,-0.64264896573,-0.59297554293,0.0347784452251,-0.392673952775,-0.102245156344,-0.460804258397,-0.443492802887,-0.538262298599,-0.597816762756
ao,0.293509716681,0.416475317016,0.496992803201,-0.158794866629,-0.464427918053,-0.501168638408,-0.213397087476,0.478813770976,-0.118049267591,-0.463414909756,-0.113177470232,-0.499886449261,0.517882582943,0.0524315785987,-0.274852587261,0.138571882592,-0.553866418433,-0.442933013164,-0.581910515402,0.363581428595,-0.765397878168,-0.672366335094,0.714873184586,-0.520619835029,-0.180219319221
w,-0.636721170119,-0.195985231344,-0.135714153006,0.123642984546,-0.692580953389,-0.191595622788,-0.305576582884,0.478774425266,-0.316611528563,-0.654689135285,-0.463734601688,0.431724116786,-0.526284385596,-0.183909982306,-0.324888959497,-0.365398769787,0.707537987396,0.294356742082,0.418749294883,-0.459233534201,0.435560055163,0.47148311909,-0.51844970057,-0.171823066524,0.152706571971
ih,0.369117054407,-0.598505585938,0.416792268553,-0.197786725618,0.60170699283,0.0733472934291,-0.481286234067,0.494158787405,-0.652003382849,0.458764124526,-0.226999712502,-0.718520200205,0.519242125323,0.389782385572,-0.16558330865,0.61950425498,-0.485269233877,-0.84872777584,-0.471594904521,0.562205620204,-0.718239181847,-0.349413170025,-0.0075731866459,-0.400961617249,-0.323548727594
ch,0.273025554487,0.108154042364,0.0969166738717,0.308673777773,0.034922530814,0.338931494286,-0.324915545534,0.0527212280061,0.546776226037,-0.543061588744,-0.450659831139,-0.204418593971,-0.145118625155,0.0884963430593,-0.488866536055,0.109523013147,-0.265405106699,0.131445536135,-0.0291220834802,-0.478891763747,0.471761000376,0.246695392574,0.0826277586636,0.407174626914,0.207015923425
ey,0.161654061466,0.291584787673,0.570481122287,0.612229099029,0.521527574973,-0.424820784075,-0.556414058064,0.104281330804,-0.485523768541,0.7291595391,-0.225305356159,-0.43448871777,0.429689811549,0.495544579287,0.562206407241,-0.149335699985,-0.143168370975,-0.516486409456,0.235496956272,-0.254735627528,-0.0643907177746,0.373229798655,0.10946299234,-0.529820419102,-0.448327056352
aw,0.282610306637,-0.604746287996,0.485447651993,-0.542504199061,0.35442661916,-0.34092284739,-0.459017688181,-0.148121671325,-0.275589171198,-0.331410775555,-0.0516453347688,0.13127107233,-0.335723304488,0.566049759062,0.581477848769,-0.0260229270252,-0.461032197277,-0.540245093762,0.328492538044,0.63758742898,-0.288570361579,0.284857666949,0.508551878293,-0.461238784178,-0.185131337888
ay,0.497526136065,0.444453947766,0.638184697937,-0.431944045114,-0.443732834981,-0.391452904518,0.283308386127,0.361443891275,-0.651760894996,0.268614763816,-0.407680393832,-0.339576148069,0.419947744738,-0.478862786386,0.51291162898,0.300533621593,-0.779870605822,0.0747088359221,0.610996344681,0.589384123579,-0.123251477399,0.034711299886,-0.281991398406,-0.214902509146,-0.611044941301
