iy,0.0970710642016,-0.484919492808,-0.192109640832,0.694002447833,-0.610170893408,0.450263173924,0.845649266387,-0.0875642154813,0.512466892007,-0.585919968663,0.770716053163,0.226977713248,0.427522116292,0.210751471615,0.248411225242,0.388656791526,-0.577720407552,-0.465990083286,-0.209522820034,-0.488093135664,0.294721635069,0.490814108412,0.323131414706,-0.668546751637,-0.126897111205,0.14218200522,0.52819470717,0.279153362871,0.558135144149,-0.630628307775
aa,-0.224203044952,-0.292135285934,0.270157406665,-0.404196660844,0.372873517164,0.61333003691,-0.486330779692,0.267357700744,-0.148463077337,-0.0313643382025,0.0418262587621,-0.0116793038963,0.541910249263,-0.595676153227,-0.576524286019,0.434271522895,-0.557494603067,-0.443689843806,0.34448198874,-0.560293960948,0.701874618768,0.642145476723,0.290846811097,-0.662742859152,0.470537303454,-0.621586534728,-0.482102845247,-0.235086133804,0.657281617574,0.455714234769
en,-0.204269752883,0.227940323877,-0.481498386355,-0.417640307006,0.322364536975,-0.641694522422,0.578067382159,0.508362980937,0.424662301593,0.631060527558,-0.0654727766136,-0.0713819540143,-0.356543447714,0.177486186174,-0.46387474599,-0.35347719189,0.403104936034,-0.710530726386,0.490962923409,0.619128604513,0.530684265046,-0.344589649327,0.594474788653,-0.502417656344,0.588728117535,0.120390695065,-0.478094573172,0.32819193832,0.247814195291,0.0438357358373
ae,0.432496998038,0.182720858681,-0.427793458752,-0.578032388056,-0.259266996216,0.513875281993,0.218291265321,-0.491429216566,-0.541277894956,0.760899612273,0.254292183516,0.345215368463,-0.410986997467,-0.558430195279,0.649246130061,0.321033665985,-0.496325596149,-0.491457017336,0.140265593416,-0.549251505368,-0.383968396944,0.26550916591,-0.64698044278,0.335027787397,0.627323242722,-0.346800280519,-0.526671090636,-0.811985441138,-0.42149948821,-0.655218722377
eh,0.0511287296389,-0.0947862178853,0.640852549767,-0.563164197786,-0.157918275336,-0.301013217872,-0.375103800059,-0.627446881889,0.559056469367,0.554782042987,-0.404258138642,0.134222443335,-0.53938426169,0.631055762052,-0.699418307584,0.588178266235,0.0275835921855,-0.771097087595,0.406375426176,-0.648555414069,-0.823017003014,0.483101189899,-0.285567630307,0.340961141581,0.0192040818201,-0.273293202242,-0.376653532517,-0.698195996623,0.543950954967,0.672405279896
el,0.502383674202,0.243985934411,-0.0943163211672,0.492036850115,-0.46719201789,-0.583834916295,-0.543551493569,-0.369163961578,0.579500149032,0.258625759241,-0.000703176680857,0.345507991859,0.204633733045,0.461744529661,-0.516619662354,0.310234329458,0.481881019689,0.610207194802,-0.288431378512,-0.452393544368,-0.225325089491,0.477241138324,0.522078436973,-0.189974504093,0.652870062959,0.271298992839,0.63820663246,0.368305472595,0.46331243138,-0.0360815498279
ah,0.65922778276,-0.793716935193,0.728656941925,-0.287343444261,0.550232582046,0.441009915061,-0.14902833277,0.350377924507,-0.420030342554,0.298482270444,-0.566081116512,-0.610114842365,-0.818234381915,0.744303292916,0.805234757583,-0.330261692516,-0.487746950883,-0.12285136838,-0.387651299449,-0.292275230248,-0.442481974739,0.327638776443,0.767125067133,-0.504840165426,-0.0154748698516,0.582651736014,0.248337592185,0.560422869687,0.359417222828,0.527981442995
ahn,0.180386561765,-0.0631828512454,-0.0946058253782,0.0119854936601,-0.0539799291957,0.203509190516,0.2721444374,0.0686360719632,0.326439527558,0.433414115677,-0.167699267762,0.186336475153,0.0447850711573,-0.118415468352,0.0188108197742,0.123756471818,0.182270666107,-0.235924594329,0.179958605383,-0.215616198964,0.0569588905559,-0.0101402212437,0.33687452869,-0.0101333908196,0.305856970446,0.0631906891586,0.144528051511,-0.110551678868,-0.0252792550382,0.135638298246
ow,0.561502507103,0.342303535406,0.7304032729,-0.24344885645,0.268460035975,-0.534126392024,-0.311506515185,0.627778401221,-0.494684344334,0.709621959558,0.440038609473,0.401800070872,0.310013916719,0.47021359639,-0.522783147619,0.39546409563,-0.633504341713,-0.602036918355,-0.221767306196,-0.44198711585,-0.187327024493,-0.303971635104,-0.298344154643,-0.234054259336,0.509667962315,-0.577943060248,0.525264048629,0.64010513465,0.440896359081,-0.361030367782
ao,0.604904584492,-0.205466375635,-0.613706832877,-0.597061007426,0.442564616457,0.41552692801,0.107291939269,0.423841112004,-0.434452228811,-0.024767119281,0.591420406529,0.258075818643,0.591732412843,-0.558616919268,0.484714806511,0.557601787893,0.227124538817,-0.67630752981,-0.412602967873,0.34956709386,-0.264395330385,0.37852302301,0.0320293882556,0.282748357031,0.504025476278,-0.703885837366,0.385165652007,0.511604517439,0.565706612416,0.581239613425
