iy,1.22270687121,0.977997428561,1.04886619281,1.09684792607,1.15438083381
aa,-0.667507458013,-0.728722371184,-0.689599695623,1.21909620976,-0.851201715784
en,0.213455142732,-0.241812156158,0.186568228448,0.401520194508,0.236196559857
ae,-0.06100776378,1.20901890511,-1.3279094677,0.357474120491,1.17461070476
eh,-1.11594932269,0.835102524703,-1.46374217108,0.920659311718,-0.551358080982
el,0.275998204351,0.0847997048137,0.257670553191,0.320595230198,0.0517765757455
ah,-1.45061230399,-0.854898127229,-0.0481484420345,1.64385447982,1.08045320068
ahn,0.00837985489892,0.0177781975583,-0.122185178522,0.13507757416,0.0550091429792
ow,0.721647881515,0.488478647469,-0.276852437615,1.41297998767,-1.07821641953
ao,-0.546900896887,-0.228711298298,-0.510576258014,0.88239254983,-0.612375091552
w,-1.37816402106,-1.10481659684,-0.781953425283,-1.28453264557,0.449384961986
ih,-1.5187575141,1.24355060108,0.541601653644,0.184064425311,1.49409225581
ch,0.0905735326639,-0.204905582614,0.0619356038508,-0.213549431799,-0.210915892336
ey,0.841687879607,1.12938141974,-0.653130661994,1.06358912678,-0.104015306112
aw,-0.143893361848,0.219268593834,-0.171003159281,0.418904845691,0.179143333395
ay,1.00976432525,-0.802232904467,-0.977124478487,1.20033119149,1.0800107558
zh,0.120402485226,-0.0980317228152,0.0277934736941,-0.158140563804,-0.105726289513
tq,1.18681876204,-0.288867217025,0.976856556247,-0.038319008341,0.486743218682
er,0.493588377113,1.00827811796,0.391169475536,0.336447879967,0.361753828452
#,-1.32336419548,1.22143847899,1.5085872631,-0.168864782052,-1.60398750914
ayn,0.0502916288879,-0.0342123762964,-0.112180197993,0.0300261063075,0.0249221813578
eng,0.0830037305273,-0.0392007436869,-0.0727488925184,-0.00116697455967,-0.00434634282584
aan,0.0490831384071,-0.0292798212165,-0.113664854282,0.00906047421849,0.0187160248632
eyn,0.0583272601544,-0.0407759938402,-0.107796397779,2.83155264995e-05,0.00589890960445
nx,0.982077307601,-0.36783956047,0.142837775673,-0.558050060297,-0.214409512902
oyn,0.056876845405,-0.0389588470268,-0.108974974506,0.000465295590577,0.00799341965359
r,-0.478562736538,1.46607701772,-0.158291104628,-1.44971925928,0.492817516359
th,0.0148597348352,-0.680897242674,-0.333741234427,-0.285199836642,-0.107710278044
t,-0.873235409883,-0.15437721599,1.27743330535,-0.901441166193,1.40315122891
ehn,0.0328654632364,-0.0225233815527,-0.127877613293,0.0473384102697,0.0390214983154
<,0.0384182962217,-0.0334953812207,-0.0297525066579,-0.0734787439683,-0.0959767816265
>,0.0237224237134,-0.0073052696082,-0.0493003729464,-0.0293623050121,-0.0810853522773
ng,0.997730501201,-0.354223894267,0.98591167775,-0.175413511682,0.299295876742
dh,-0.335680445536,-1.38061260606,-1.4250000544,-1.01787371325,-1.10198917035
uhn,0.0614688400125,-0.0480577139652,-0.10685283774,-0.0181244910541,0.000541114231936
aon,0.0591155688475,-0.0423763602439,-0.109906677659,-0.00392128750203,0.00868486157756
aen,0.0131135527075,-0.000955741298453,-0.139442126979,0.0634740364669,0.0184183393204
awn,0.0590985106831,-0.0369286141631,-0.103414662838,0.0212076133319,0.018728665972
hh,-1.03246562344,-0.235235812707,-1.0882075991,-0.663788335515,-0.573194362264
jh,-0.0239214647273,-0.34800375273,-0.155820597347,-0.451565093298,-0.214129173007
ahl,0.0534523591026,-0.0408244783428,-0.118447327389,0.00347102329773,0.0119475457332
dx,1.26741830304,-0.783252401344,-0.226090479548,-0.581186295522,-0.0218249995008
own,0.00478864466106,0.0378207862845,-0.104638361903,0.174312904154,0.0438299438485
em,0.00620956666928,-0.0141087895308,-0.12529372426,0.105196371653,0.0855853922968
iyih,0.0614885751234,-0.0479725623571,-0.106790351144,-0.0181497063024,0.000596979474093
b,-0.907035151936,0.409855804993,-0.869918311119,-1.08546587653,-0.401563506363
d,0.676971666244,-1.41552391415,0.205752753456,-0.924672617193,0.944387363893
g,-0.29743418533,-0.739603729395,-0.393738015868,-0.395081704433,-0.274672585243
f,-0.0360772779814,-0.618969176582,-0.257369134881,-0.402637384567,-0.230491964782
h,0.0616191643753,-0.0479585043675,-0.10680857326,-0.0182284701937,0.000654781641197
k,0.681067112507,-1.09499779933,-0.226735608518,0.388425245983,-1.54858193323
iyn,0.0551861060861,-0.0345484992919,-0.11154661997,0.0290357800399,0.0238727747576
m,1.37069967242,0.426739811385,-0.996812887955,-1.2723244526,-0.242997918223
l,0.541324937288,1.37163169098,-1.00282887476,-0.542668903996,-1.16428019925
o,0.0614354030268,-0.0479773180105,-0.1068748704,-0.0181223231091,0.000475604035203
n,1.23133504552,0.828469545844,0.566492061798,-1.5019340217,1.32545145933
p,0.0326158254727,0.0794697950625,-0.712224384616,-0.275223142587,-0.897013700352
s,-0.689322771218,-1.62562131647,1.23166561716,-0.0327234295976,0.329989438121
sh,-0.00400907628296,-0.00808305679982,-0.0726276361649,-0.294010901919,-0.217882183501
uh,-0.25232479657,0.403422685484,-0.159573496656,0.381085355355,0.200146887064
oy,0.0206440541803,0.0209558264265,-0.134195598273,0.139352869349,0.0929480122452
v,1.18964596629,0.0769628368463,-0.00905892511127,-0.265801755145,-0.502185431132
y,-0.602243742281,-0.887748468356,-1.08530741806,-0.922587774868,0.3833484846
ihn,0.0363817509513,0.0335329095425,-0.0993942442433,0.13849705482,0.0589458253178
z,1.24568565085,-1.16893157969,1.25561157075,0.676170854461,-0.500902158402
uw,0.389688966458,0.251453242419,0.621461243077,1.03807087788,-0.12965647938
uwn,0.0623822616977,-0.0476776858261,-0.103902660816,-0.0186009435549,-0.00139984316395
