label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
iy,-0.982502884088,0.216579636064,0.959628118041,-0.122867949039,0.871479871625,0.903200063147,0.550241420973,0.174489160514,0.694341829939,1.28106832151
aa,-0.675916558522,0.857317275263,-0.138487815445,-0.875564392585,-0.736239604944,0.412233117406,1.11123601879,0.668890437844,0.727360680391,0.0125074830099
en,0.104349824006,0.191900285095,0.263476143098,0.896618087706,-0.179060352253,0.671671104526,0.679585774573,-0.670596884928,-0.916094282885,-0.702420959167
ae,-0.764457879363,-0.745626074848,-0.380375059118,0.413552934416,-1.01853594505,0.594350708669,0.916658274293,1.02060972445,0.0568454821675,0.413901924294
eh,0.589016653831,-0.287649545631,-0.633110549659,-1.12853953076,-0.89542612631,0.622990180905,0.758485302224,0.751872774934,-0.512027683005,0.275833071815
el,-0.134397605859,0.270316933676,-0.130425668308,0.627365203199,0.687500692886,-0.643046168398,0.739434448072,-0.3642704876,0.915523110062,0.998869230598
ah,1.24041366055,0.678014508042,0.1897145502,-0.366401244301,0.588886847756,0.64382167439,0.830748939665,-0.616001883212,-0.0878606625948,1.11762438304
ahn,-0.245627762106,-0.174180092901,0.0496831089851,-0.0613676948118,-0.242845281744,0.106547398379,0.35062035093,-0.214446754849,-0.0387855486848,0.30470320473
ow,-0.209308565784,0.957223870901,0.356413986528,-0.561042971819,-0.869092253574,0.942448579685,-0.593709107605,0.800835393281,-0.656995041058,0.980353936385
ao,0.568836717503,0.36117864388,0.424243415569,-1.09404739532,-0.985609792269,0.582644694811,0.848982831035,-0.555349658748,0.931374513507,-0.553105117085
w,0.224657936997,-0.21087270794,0.989132851155,-0.944854808497,0.835420787665,-0.630253900969,-0.463068233613,-0.796068947,0.923569564969,0.110749503095
ih,0.930222015512,-0.155445390909,-0.617312775683,0.955092647802,-1.09836751214,0.90581204888,-0.391150317676,-0.544209124342,-0.650496832571,0.966055911448
