label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
iy,-0.511006843035,-0.690427865617,0.152239376113,-0.053693699074,0.483192742472,0.100513907903,-0.321725173577,0.484360226124,-0.120777702451,-0.0556589305341,0.515933494228,0.256409387315,0.214567708987,0.23829202356,-0.368085780626,-0.379679238599,-0.757689606147,0.697456505923,0.656127123659,-0.302216872571
aa,-0.297855311823,0.439930425153,0.33861281585,-0.472637056384,0.615406466158,0.545238568284,0.311319265959,0.625997431606,0.238320711561,0.289812026551,-0.0867293278182,-0.638571552835,0.156520516408,-0.468146178888,-0.477926339618,-0.482714398455,0.0431606146909,0.58140704461,-0.0518256552077,0.134391209182
en,0.15219925908,0.224583379537,0.215682094321,-0.0570875316772,0.146565080091,-0.224656371177,-0.276149205467,0.0674368656121,-0.358653009326,-0.0478433347191,0.28353708028,0.596202569615,0.283523147024,-0.0384578554854,-0.269133757102,-0.0460436681613,0.360705932782,0.189609015183,0.446418695672,-0.346152751389
ae,0.10403062494,0.377954883424,-0.213454953088,-0.721631897538,0.654562550906,-0.0554680297477,0.5055934756,0.738008331128,0.441242631124,0.0853401908473,0.754668296544,0.416673339286,-0.391783777133,0.388724840822,-0.793872648321,-0.365768572592,0.346810887925,0.283854421544,0.042706325915,0.314509681406
eh,-0.532405384204,0.636176073229,-0.163003717947,-0.287845822583,0.519088842775,0.0434434549842,-0.412000454468,0.727927657841,0.677621109591,-0.227572324382,0.627331085659,-0.080762196152,-0.0510685087418,-0.489067530947,-0.604659009963,-0.360489831057,0.132473235917,0.440465569576,0.421259876311,0.235593120931
el,0.403570636658,-0.0471113650683,0.0717855404334,0.55801355914,0.448351348083,0.395491396883,-0.206572139035,0.239289648046,-0.141656988497,-0.0543531160498,0.339773740566,-0.0458038733295,0.525814737268,0.0924762088572,0.0975879868379,0.120871609243,-0.253614141052,0.515811728803,0.0281813726843,-0.25711873828
ah,-0.484568574922,0.353962837098,-0.208389817749,-0.649345398776,0.765901140942,0.422435761544,-0.126873751939,0.342137030018,-0.252639040452,-0.176816830334,0.639771706911,-0.0467431488544,0.61186317959,-0.313233586699,-0.514482672764,0.228952751271,0.0331452946957,0.567495009901,0.337574499392,0.0654145758538
ahn,0.0125941942227,0.108203435809,0.0423317883662,-0.0710270214386,0.306988725605,0.187305822078,-0.00821882224069,0.207409308293,0.0435061777957,-0.0182362828734,0.16109707343,0.136096931339,0.224704910821,-0.0930736331018,-0.270147895633,-0.0661783296753,-0.105492494212,0.110902472544,0.143325614683,-0.0788527689161
ow,-0.556703519876,-0.122919780352,0.249655806774,-0.248964380679,-0.222805539152,-0.432308466224,-0.150522574211,0.637496855668,0.253939120395,0.627211865501,0.540490248161,-0.455411587248,0.521561717611,-0.0606377065975,-0.523815747683,0.157634502366,-0.162808464641,0.437803316784,-0.197111626134,0.169970416526
ao,-0.605128450991,0.0598656234074,0.45160331327,-0.352990350998,0.505245265877,0.530331973541,0.054214219703,0.621706950389,0.478674183751,0.468974194799,0.0809691326242,-0.252155817105,-0.0755907427009,-0.513435182395,0.205252842961,-0.172203825944,0.545829970933,0.567811773459,0.297794438866,-0.26526288915
w,-0.0451662604755,0.381651172094,-0.571599321095,-0.31448060925,0.0457629452397,-0.336958696133,-0.204623603822,-0.563018690445,-0.507693482223,0.579421773405,-0.162673009166,-0.00649974393449,-0.42103106199,0.631390899331,0.603680440291,-0.29641948674,-0.00273892816037,-0.568012638416,0.298219505722,-0.470708558951
ih,0.0250496419176,0.166413839386,0.604762958739,-0.741313062275,0.677158136936,0.221539521575,-0.371767696334,0.629752850717,0.375836413062,-0.334211455451,0.743469902734,0.427723654285,0.0345425285987,-0.466352969737,-0.604365165709,0.152946597358,0.530667791332,0.373143934559,0.373911393946,-0.416701138047
ch,-0.0477267141073,0.365317061446,0.307906644813,0.3909252112,-0.448400725089,-0.267389380636,-0.520909757632,-0.420580231613,-0.400509624251,0.180784732822,-0.314832154842,-0.0949665596393,-0.126675800125,-0.460308524733,0.175607740254,-0.404311543831,-0.0625698741134,0.160982457717,0.426206038757,-0.0952739015885
ey,-0.260966840953,-0.288575305162,0.270070792574,-0.241639995883,0.688856775058,-0.110945952212,0.0974099183827,0.263889512404,0.665877826381,-0.353117307403,0.436193307813,0.565084863953,0.463047101764,-0.19919235659,-0.458148770152,-0.0179154391341,-0.306263994325,0.549671759232,-0.359157852124,0.356127501767
aw,0.0904752087724,0.505552572031,0.308273129828,-0.404297335586,0.55196927412,0.047926688821,0.136651537219,0.454993763663,-0.0517024984296,-0.0405585330751,0.535590424684,-0.280736428381,0.0875882008675,0.32683854271,-0.573500904654,-0.655218689349,0.0745886670592,0.183937952351,-0.024814807911,-0.361136232381
ay,-0.516574896788,0.0887875046073,0.23395713839,-0.567872348809,-0.0961468421953,0.307309213775,0.558898519959,0.589645952117,0.536653473865,-0.45569231793,-0.304574480832,0.176176579145,0.563058463291,0.405446741887,-0.228302086379,-0.0143595666615,0.250577042193,0.410012035079,0.478404338534,-0.00263584533973
zh,0.329369046352,-0.14568226514,0.202685354685,0.108641808826,-0.147195242148,-0.0875408862674,-0.342804303366,-0.211574678086,-0.113599156115,-0.0627475005844,-0.20965174865,0.0177630566668,-0.135511020846,-0.279171253849,-0.129720002863,-0.208554125027,-0.0969751819224,0.0257767423533,0.0584671136749,-0.233757259214
tq,-0.276720874825,-0.29018445785,-0.291808232356,0.687881844677,-0.576944580451,0.136002031508,0.613000659736,-0.323828134573,-0.624773737058,-0.312539357695,0.377318933155,-0.52203922042,-0.0435689471717,-0.600410452327,-0.439804833953,0.402350069065,-0.00901325845117,-0.305313517372,0.00948221069345,-0.0318796151212
er,0.128628481601,0.0938978664176,0.0478742978689,0.280531832824,0.578896113836,0.363610378971,0.108964050964,0.522929133427,0.143081174708,0.255099210807,0.636286728877,0.516415652365,0.319701916913,-0.248518086968,-0.358632531088,0.448210539552,-0.511572053501,-0.247071735209,0.318020298716,0.163909331337
#,0.025394934995,0.0755229009172,0.0640622522129,0.0132800881461,0.0821088522388,0.0284733243991,-0.104726077643,-0.010618822255,-0.0895417152524,-0.0627014588484,-0.0161833800516,0.108359040584,0.053455999716,-0.115768965142,-0.157346585866,-0.066958041786,0.029938413156,0.060551697887,0.0845652695838,-0.0144091606822
ayn,0.0104604844872,0.119701024721,0.17158095095,-0.0546804709502,0.147159822035,0.0463398088244,-0.045707140834,0.0564912456413,-0.0321005989069,-0.0572391246269,0.0630131022701,0.109099157786,0.0893137905621,-0.0776699196847,-0.191478877751,-0.0573319557842,0.00578359162593,0.100026918066,0.10444417374,0.0128453493015
eng,0.0440951518121,0.0372678820277,0.0915475631786,0.0364955782646,0.107181746224,0.0190707172893,-0.0756956746488,0.0587811166567,-0.0545068349997,-0.0893916290454,-0.0213808868305,0.175343498595,-0.0181048883311,-0.11150367449,-0.171835687993,0.00363591381811,0.0649502721571,0.0757051256509,0.0873868079633,-0.0290460527497
aan,0.0290750855659,0.159652183067,0.0975044462939,-0.0479746872746,0.281013994589,0.14592949973,-0.011038295613,0.165570210676,0.00157981029462,-0.0881824705839,0.0826138472774,0.122039668428,0.175287534954,-0.171599746784,-0.157304642521,-0.0731883964742,-0.104266207878,0.147329553081,0.089990437157,-0.021523870919
eyn,0.0151593930771,0.0763594707687,0.119647371744,-0.0186203977546,0.17557659909,0.0542300629152,-0.090434056995,0.120412416916,-0.0197059764567,-0.0661316727282,0.0609278347869,0.141643571265,0.0806618663587,-0.101088794254,-0.206022001077,-0.0875543721049,0.0346124661594,0.116704413181,0.0738652667925,-0.050101705277
nx,0.646318337976,-0.0999360573213,-0.497941976435,0.609442439016,-0.646442375675,-0.508725562094,-0.0647986769583,-0.119817783626,-0.542570601499,-0.386558400298,-0.690234371647,-0.454013314074,0.204022291442,0.326733436509,-0.107953994857,-0.643246185866,0.201039885516,-0.573175253064,-0.606143963154,0.453462533163
oyn,0.0643526129709,0.117065936498,0.096804813384,0.0447886414493,0.156040027157,0.0680662046587,-0.0823385571305,0.0888641712153,-0.0642160743939,-0.054840008694,0.0330448010989,0.102653390747,0.0898249486525,-0.0957915553267,-0.156383022238,-0.105998299607,0.0257160992462,0.0984006441115,0.0564913302052,-0.0148009130408
r,0.489284393344,0.484012969275,0.444561562702,0.673999460088,0.22140895916,0.540426699171,-0.502511676315,0.511773407011,-0.53927712614,0.543022076175,-0.408581910676,0.284633438379,0.328069295946,0.28906360423,-0.0377133671242,0.343079221129,0.0463549412636,-0.533055267468,-0.309467163099,0.632560788251
th,-0.284612082374,-0.228683473889,0.239176406922,0.122890421813,-0.478080113865,-0.0359914029401,-0.253380187221,-0.49291570913,0.435513181519,-0.274963668391,-0.279004744816,-0.280864742916,-0.294370484917,-0.209409418042,0.565442104045,0.406018186709,0.574666017224,-0.306075962214,0.356575245475,0.484651537773
t,-0.0884694456858,0.239689183849,0.366231854467,0.505361803859,-0.449575371564,-0.31423350131,0.479838324162,-0.686336588433,-0.550548821427,-0.0739642500138,0.632884921644,0.440075689214,-0.181587489534,-0.570844810624,0.295775321109,0.115867760007,0.0832102190137,0.061247616048,0.228496880898,0.390106363382
ehn,0.0411241367436,0.160307539936,0.0607084740662,-0.090357206756,0.267304368588,0.0946057698916,-0.0208230680003,0.149765115022,0.0724297513572,-0.0967513645999,0.0979249968871,0.171823641982,0.186681858421,-0.125695546559,-0.255124517134,-0.143801832933,-0.000524783049483,0.0619662839552,0.06431796198,-0.111130566894
<,0.0704002633324,-0.0108422070773,0.00507431247352,0.141310467379,0.0027428976463,0.0401057950754,-0.0171974445897,0.084915444445,-0.0704566707911,-0.0459417290548,0.0364733143856,0.106718893737,0.0472349416584,-0.00747745394842,-0.189386711159,-0.0328397595363,-0.0932385580988,-0.048008905732,-0.0219725695251,-0.14934470158
>,0.0710202892642,0.0807285539283,0.0740244017654,-0.0040845544446,0.0662271333289,0.0258758509998,-0.0476311356709,-0.0446853686446,0.0511802589651,0.0145928207613,-0.0758439492769,0.15714454585,0.0459847399497,-0.0693442139208,-0.114549133141,-0.168209495371,0.0591093347999,-0.0271274667513,0.0112113509574,-0.186866829569
ng,0.252611209797,-0.643857970363,-0.536330373648,0.637057507433,-0.347255475701,-0.00468828450184,-0.35225346877,0.751832639334,-0.64106653035,-0.411434887,-0.408446683821,0.598113730635,-0.644939559976,-0.166709049754,-0.36630173541,0.68472609368,0.477721056821,0.146427251611,0.460850241657,-0.261510807801
