iy,-0.0751040657446,-0.636044300808,-0.543854392545,0.382838900153,-0.166736675241,0.910337402525,0.485401442068,-0.700002004841,0.510111968358,-0.520026471829
aa,0.155070158055,0.45770119092,-0.304760220995,-0.0329817462101,-0.491578363765,-0.271666568061,1.0639262204,-0.403859104291,0.612231940156,0.600415922738
en,0.358488835746,-0.231260989792,-0.164128486799,0.396356946446,-0.169101678256,0.39013387277,-0.0439711486926,0.453235604212,0.263305072726,0.0628504848159
ae,-0.048193812011,0.667065970552,-0.887064266476,0.564847157939,0.022559559563,0.64848708774,0.824513999268,0.0502383139975,0.649949621161,0.687041885663
eh,0.731202988688,0.236873172487,-0.705173435252,-0.190887000965,-0.591309281731,0.62802619542,0.885777552696,-0.167335541939,0.515665020464,0.661850256292
el,0.404501326847,-0.322805803654,-0.428900054705,0.472552630682,0.140793236425,-0.0254591598274,-0.307840066729,-0.57047617188,0.642633434632,-0.210314752406
ah,0.769772318222,0.37528553352,-0.109926974815,0.495577754524,-0.295150183834,0.497371054725,0.710336558722,-0.236792973162,0.690898236782,0.123229288398
ahn,0.239099645813,-0.0476165339082,-0.172299230282,0.309840528206,-0.0901443833722,0.0856671943569,0.151725245061,-0.152018012673,0.283292439431,0.103864892756
ow,0.538596898298,-0.251287965211,-0.536188034572,0.0233724924798,0.24474373412,0.0688082463203,1.05454175773,-0.680964707571,-0.280915144055,0.267022852869
ao,0.058320051754,-0.405961483341,-0.114364571944,-0.283523575996,-0.728298748166,-0.148706473404,0.912579463659,-0.355843737448,0.777605118632,0.702109499848
w,-0.487374532165,-0.613692013199,0.827065429793,-0.333948485874,0.606765110233,-0.610089217729,-0.198702780267,0.262334818148,0.4586749212,-0.564646474802
ih,0.434609847489,-0.4324274007,-0.635105125329,0.567712946518,-0.764292152314,0.783451005412,0.666807951116,0.407092202612,0.602561730791,0.510609373392
ch,0.380963878258,-0.474243880582,0.19576362298,-0.691520922183,-0.110078915223,0.139955145799,-0.513587094719,0.12069428767,-0.18327276677,-0.339915900652
ey,0.189550824686,0.00200183692128,-0.463875810555,0.744812977676,-0.398158219447,0.728653274122,0.353345035496,-0.688187807892,0.0653986189061,0.486932594216
aw,0.0546785508397,0.417109447316,-0.661420571219,0.487169427911,0.0559512368624,0.116987515482,0.897476649343,0.268269549093,0.512244218843,0.0885511279605
ay,-0.404699481224,0.294130304368,-0.256000308195,0.650956140764,-0.849077171866,0.309673742816,0.536563507856,-0.532559447486,0.0967366044297,0.126337606664
zh,0.0102863455203,-0.342553459658,-0.187242868703,-0.224456435055,0.200932111352,0.196075900477,-0.306983532655,0.206886052898,-0.109565461166,-0.2708949788
tq,0.176545611748,0.751180319536,0.443936370335,-0.594048498924,0.370807951042,0.459629821414,-0.440040612329,-0.722939075392,-0.617468082314,0.169721229901
er,0.621117385451,-0.430946867522,-0.484605183609,0.806453121505,0.067547734351,0.308535819669,-0.0764120090753,-0.594405420473,0.425492135208,0.537407316701
#,0.11342350032,-0.053998203104,-0.0882185349035,0.0575741899944,0.0222494877693,0.0789197493755,-0.075967441466,0.021133936285,0.0860196989062,0.0415044092209
ayn,0.114365949485,-0.0486906143769,-0.134059469026,0.171582386176,0.0028815378803,0.13526152495,0.0286896141566,-0.0297633089873,0.115677916237,0.132097816629
eng,0.0387703495932,-0.0946145595512,-0.135116297659,0.0669197797606,0.0144182076155,0.128976915076,-0.0994923110457,0.0493100963329,0.105546403402,0.125588201552
aan,0.247086176231,-0.0500977909111,-0.16989569636,0.265433229792,-0.132023203209,0.0837219953109,0.0633776666434,-0.18500087495,0.261440332926,0.12613758716
