label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30
iy,0.434568171748,0.461035459209,-0.455726831124,-0.536262340133,0.47320066785,-0.603047061739,0.300571762581,0.483377879852,0.534789886016,0.388839049879,-0.539814658351,0.381355931659,0.449734569856,0.30413543267,0.42402923214,0.43147128737,-0.306889399168,0.433499371176,0.469658183431,0.393437015446,0.437343540552,0.382994125928,-0.482250667877,0.310422750097,-0.381991497983,0.460909655985,0.445538490697,0.500143310013,0.368394153081,0.35071911222
el,0.294856324451,-0.228940498933,-0.193201028536,-0.428440970382,0.241673456685,-0.361415536089,0.048381589756,0.289077202005,-0.390663111617,0.358642407788,-0.303561466987,0.0058189801565,-0.0351832111398,-0.273102872902,0.30965939709,0.343529920449,0.178013373292,0.317189923705,0.296481515635,0.408630305935,0.450122234271,-0.302064299615,-0.0594272364999,-0.554514001515,-0.387839149083,-0.243140228409,0.148278674105,0.286847064347,-0.362610577759,0.391687206284
aa,0.523595129786,0.458769604679,-0.461978712095,-0.473169891017,0.54813109071,0.492776464946,0.373817081908,-0.294267836111,0.425586711956,0.541979754616,-0.519807927319,-0.218634126206,-0.252696390922,0.478227740397,0.0566949319596,0.474389184817,-0.160668612213,-0.416720970584,-0.384740745454,-0.463836531916,-0.549319270353,-0.344150935334,0.446499539157,0.409188253475,-0.500246325556,0.463278892623,0.453778188206,-0.297051354809,0.474722842232,-0.315241941867
ch,-0.244789680335,0.142817972983,-0.436999200691,-0.441861556132,-0.117653758141,-0.133593579778,-0.501101605604,-0.398285743881,-0.0742974889236,-0.236667305203,0.452743481323,0.405887194921,-0.209012807093,0.0744683497923,-0.283275603873,-0.278754014349,0.390545051664,0.437124559778,0.341235967344,0.253876967142,-0.18124649356,0.206809153691,0.351780916306,-0.331376380198,0.191249807918,-0.114801996627,0.392047064317,-0.159475729284,-0.170713784505,0.306271751887
ae,0.483612959812,0.389673125783,0.275522711933,-0.583432044402,0.611463634119,0.281630957952,-0.565314701342,0.304076107491,0.533125394641,0.493594715512,-0.414061669794,-0.442895665555,-0.531496534471,0.525668780148,-0.51600994146,0.474085977165,-0.428574337939,-0.451348748149,0.440568440858,-0.614034527765,-0.459994035073,0.522499051414,-0.51579284179,0.379788326888,-0.383077093709,0.478459686452,-0.514325954039,0.543548166889,-0.355942196204,0.18627464448
eh,-0.398064658997,0.616186990496,-0.570453786347,-0.386430926436,0.485913321447,0.341015064581,0.418471128381,0.526399979822,0.462995440856,0.520836254611,-0.579671024714,-0.489213079629,0.17307107393,0.485377867916,0.485837902939,0.528081709452,-0.428922457897,-0.408843353859,0.250532843628,-0.388412726251,-0.424385098538,0.344990879147,0.334728695554,-0.406903445286,-0.54097523191,-0.409253513803,-0.463782509229,0.356794261825,0.278284328992,-0.433687781288
ah,0.580852482092,0.437034986794,0.166428596385,-0.465445528906,0.363602535096,0.395895232394,0.470191011903,0.477121700852,-0.493828757569,0.491688761272,-0.517637681064,-0.523851782387,-0.505436918224,0.393683479442,0.564869413855,0.317631729103,-0.417042105699,-0.333984306488,0.376715943325,0.306679729029,-0.393126102517,0.418292108597,0.559508966015,-0.551090511445,0.420531892158,0.464387511512,0.442499175781,0.335477220975,0.307023477453,0.289788832054
ao,0.0804809988533,0.0454020447551,-0.11659091471,-0.0705225248287,0.0750525943536,-0.101290884623,-0.0999759291269,-0.0127779717622,0.0826262945492,-0.0474853309054,-0.038789433876,0.0119760585904,-0.00239156778864,0.052527346167,0.0296200345885,0.0445106898263,0.056550540508,-0.0261484288592,0.0335663244139,-0.0287633634287,0.0707977547127,0.143376626561,0.0544708986691,-0.0985941242447,-0.090138345811,0.0265124283207,0.108786671989,0.000939333037436,0.0276741240567,-0.0282174395309
ih,0.451139601833,0.560138848342,-0.447524505685,-0.480753001504,0.413749725535,0.442916710061,0.537669946794,0.589584562969,-0.115389389038,0.459179749024,-0.612484306403,-0.519809847182,0.20302920521,0.545460660829,-0.407074701387,0.429775700613,0.381878347537,-0.466562986052,-0.307373726165,-0.175457562333,-0.455625140013,0.551887677153,-0.403623685624,0.443639681018,0.407385465226,0.500967701356,-0.365936737479,0.504294481894,-0.427259559433,-0.456912651906
en,0.363394526958,-0.183665412012,0.0209072882962,0.055794369246,0.33202941059,0.224333096728,0.298295801079,0.0115395886163,-0.0821558853199,0.00740584831436,0.284650364817,0.0863445825144,-0.166328446973,-0.184619417527,-0.0990932696401,0.428996876646,0.24560818817,-0.187369877764,0.26521141898,0.21179617338,-0.100227624539,-0.346696145911,0.0395967478927,0.273994177314,-0.22124804959,-0.28688379048,0.143296023577,0.377363829046,-0.254827582949,0.00823858423212
ey,0.487102895542,0.334728724352,-0.382522674063,-0.600950796738,0.437365588823,0.254689067367,-0.432009247969,0.459260956285,0.400293233971,0.342761805507,-0.462501886702,0.354713608464,-0.442400310654,0.099370682391,0.487676864715,-0.285179153995,-0.245777426477,-0.452116315139,0.567826666178,0.308619985683,0.279700416378,-0.246409423181,0.443707801464,0.278693715056,-0.583004699204,0.436088793328,-0.423843157175,0.538185473349,-0.336300744659,-0.431819923757
aw,0.480308458435,-0.337613378147,0.0579454247766,-0.469108346737,0.313811972934,0.352415663332,0.285371469252,-0.461320613167,0.448682212146,0.418775535182,-0.525728222425,0.258403521659,0.274897909784,0.355747829288,-0.393901108878,0.319883000134,0.346286163187,-0.0263352293774,0.452738047711,0.0907279413623,-0.333514111154,0.350393836721,0.50203571258,0.312670112968,-0.446260067412,0.337029268745,-0.0103315124837,0.322140630856,-0.443562829873,0.272262655966
ay,0.480776132438,-0.25203970185,0.42867859864,-0.536320973083,-0.00433019380309,0.448531984268,-0.49904903062,0.484968190963,0.508479930607,0.522068889935,-0.486939416953,-0.400780758528,-0.501957765944,0.425795885798,0.378907594278,0.262591219913,0.409956257909,0.415210334057,0.561298556871,-0.431409846074,0.392680006393,0.385160362346,0.576574517523,0.515421025131,-0.450685749801,0.520850082025,0.380691508201,0.555941701084,0.533154050655,-0.485156040672
zh,-0.129620862791,-0.0632304964319,-0.257565970524,-0.0236057430038,0.131843373274,-0.163916655588,-0.131913677786,-0.0538898876887,-0.034778566191,-0.12533644281,0.246287147174,0.0287969913195,0.0724006579123,0.114566489976,0.122172194305,0.00601907675503,0.142305672622,0.0528756674617,-0.0971098924375,0.114164819392,0.280368278307,0.034759334895,-0.121072178422,-0.193389390408,-0.0307575995703,-0.0639326243946,0.0244837796448,-0.168634227258,-0.0042225366667,0.0448093952033
er,-0.317156276295,0.218689174405,0.256084580946,-0.394764604849,-0.155909435398,0.439219336829,0.467597252749,0.397851458345,0.426655880919,-0.218912675112,-0.542363097476,-0.454320077012,-0.324858985483,-0.320907056646,0.365075213919,0.4850259767,-0.301756835315,0.241161154106,-0.381031084794,0.448077023672,0.32875202891,-0.334445692077,-0.404120802872,-0.450205730073,-0.443772448427,0.3826647579,-0.3204685808,0.516585758232,-0.313610056282,0.244437373966
#,-0.534054884416,-0.508686153103,0.446798928183,0.592249045918,-0.577395446391,0.5273604311,0.550298303405,0.521678473541,-0.590373511715,0.465015547705,0.621090296482,0.555400651346,0.567472562646,0.529786148923,0.50647694962,-0.642871790896,-0.434574769213,0.542955720224,-0.673645351119,0.484024385996,-0.482660302527,-0.499387606209,-0.523419143485,0.469214120276,0.529642400876,-0.622283007738,-0.517710492939,-0.587443695685,0.561259405278,0.560210860169
ng,-0.422711161628,0.51879497785,0.380888107097,-0.50062769786,0.521993447254,-0.622954146488,-0.528523213857,0.462544590353,-0.48003920689,-0.443848276635,-0.477306523707,0.516847825025,-0.409617613316,-0.453185255296,0.3552994229,0.358984704328,0.517847719073,0.482447489266,-0.397159187345,-0.501657202491,0.427764019918,-0.433610440378,-0.388841657342,-0.54064112992,0.362695676689,-0.52084183948,0.475612850432,-0.453366785214,-0.448793659879,-0.488322203727
r,0.359688969591,-0.309578730917,-0.481855468425,-0.273374819315,-0.467928429551,-0.520290088203,0.296642321023,-0.549653351508,0.352512961245,-0.445277585828,0.468958677843,-0.398182045844,-0.48612226244,0.398356411517,0.461006942195,-0.561926177366,0.494241871616,-0.264724589909,-0.4979569603,-0.509700527649,0.504788091358,-0.416267414867,-0.520138407163,-0.512483543144,-0.364231489931,-0.584740539936,0.381030516068,0.589067572173,-0.378065409302,0.490680198044
th,-0.418021539295,0.333793798826,0.0976464029764,0.264916419817,0.323307300631,-0.371482480813,-0.409420370111,-0.130453051056,0.455771790637,0.386514634228,0.375363799744,0.443298642243,0.319656212257,-0.205331206065,0.562806246007,-0.388941403609,0.349180153819,0.309604568393,0.359707895549,-0.532648284213,-0.397613593953,0.408868187973,0.273319858913,-0.479630593052,-0.345399296072,-0.0541393617502,0.551793072775,-0.4162222492,-0.471594710042,-0.24894666833
