label,c1,c2,c3,c4,c5
iy,0.225556963506,1.21638551823,0.0819461387241,0.693913648226,-0.785392558686
el,0.0583839131785,0.580465170237,-1.18357169544,0.0645782746753,-1.05900562399
aa,0.561959337807,0.00374920193331,0.916641938416,0.896584810469,0.128365055074
ch,-0.287096222056,0.380388726346,-0.806462337405,-1.00806519119,0.390536828714
ae,1.39988130686,-0.0115966611736,1.47597182239,0.537150579662,-1.19499606653
eh,1.04363692892,0.735339674393,0.701593546758,1.606250511,0.0407083332668
ah,1.00513236962,0.43060533697,0.0448835963676,0.805244168764,-0.0827580027392
ao,-0.00506159671167,0.0477636467473,-0.165821979818,-0.240498878004,0.00286919054273
ih,1.32441850048,-0.513125830423,0.339547770015,1.35340719331,-0.0178349375599
en,-0.476285342653,-0.390274848472,0.388387300629,0.214912479104,-0.518850180844
ey,0.751170524057,0.99845091942,0.16584493629,0.258157884646,-0.610030448461
aw,0.542873374301,0.0185014912446,0.558674580205,0.0721261722886,-0.578264291201
ay,0.266416152721,0.662592462545,0.608924752843,0.069765209623,-0.404969425302
zh,-0.285433491412,-0.0763632656977,-0.409217512753,-0.429099523541,0.0269981101962
er,0.373353030816,0.526822984299,-0.872193569742,0.775007382216,-0.900619850812
#,-1.13687322619,-1.33625057222,-1.37278137794,1.53450426191,1.01176346885
ng,-1.29300761474,0.990754812481,-0.473134464052,-1.31611274061,-1.3069113435
r,0.602891485151,-0.445483495155,-1.40376378055,-0.730816292201,-1.13996761899
th,-0.532163385686,0.468499992042,0.129728568175,-0.92516374087,0.433819029788
t,-0.658534529105,1.34146307753,-0.468199316134,-0.932822986146,0.998924715297
<,-0.12208567018,-0.237176805032,-0.657201705147,-0.00186607808522,0.216186367751
>,-0.108601361423,-0.37631554094,-0.435531742181,-0.0439803080977,0.262015979588
w,0.158785824007,-0.869508729025,0.00787359019191,-1.00379436126,0.369559292592
dh,0.883214511763,-1.51710110465,-0.887637677312,-1.60167901157,1.45401304644
y,1.12542512795,1.03784032991,-0.904540684564,-0.913863936117,1.11986337906
hh,1.0575183734,-0.478623475479,-0.73799372157,-0.566785778402,1.13079240285
jh,-0.429974176844,-0.165543230896,-0.0358355609418,-0.985475371407,0.537464897655
em,1.04437156726,-0.286075288147,-0.546859921677,-0.190863416595,-1.05991907403
b,-0.218584305671,-0.430001413577,-0.280637007987,-1.01035256006,0.932539757401
d,-0.969533809277,0.732040119155,-0.206936164872,-0.976876710107,0.925736012591
g,-0.834841983248,-0.739521763093,0.361333423486,-1.47029363389,0.593679556339
f,-0.580546364164,0.053303432438,-0.0484036141026,-1.4689475654,0.687951753518
h,0.140522512798,-0.0834874555578,-0.307746286894,-0.217685983709,0.192462160402
k,-0.493194807074,0.443488031641,-0.508461355996,-0.743145552299,0.784895450549
m,-0.223253402888,-0.119248638898,-0.720257970463,-1.19571549101,0.146593452286
l,0.301421300221,-0.386289989851,-1.17310589175,-0.823424392785,-0.482347712584
n,-1.29772953979,-1.22947419902,0.28318020375,-0.97682863956,-0.914742837142
p,-0.520121245611,-0.0122956584853,-0.128710178602,-0.833193935841,1.06579538001
s,-0.802173753623,-0.865227190528,0.366534431361,-0.919750039411,-0.516106741048
sh,-0.127140884686,-0.0475539291643,-0.514981716272,-1.20890752555,0.346641129819
uh,0.365983593738,-0.156872357768,-0.53690726165,0.954798313882,-0.778219294109
oy,0.422632665729,0.177890313006,-0.337150268229,0.283226958544,-0.310001275294
v,-0.846767901449,-0.102570212828,-0.203432393845,-1.06178553495,0.0200948185992
ow,-0.00412866990295,1.27979835784,0.86379862518,0.404925752471,-0.0387094091116
z,-1.23308084504,0.198649055346,-1.14975565649,-0.331922739678,-0.272937124861
uw,-1.06134137363,0.268749915699,1.21477587612,1.30003843951,-1.01239408978
